patch, X.Koord, Y.Koord, Area
0, 0.934206624, 0.475364147, 1000000
1, 0.806065219, 0.604395439, 4200000
2, 0.82805158, 0.464955014, 3900000
3, 0.913885708, 0.549200138, 2000000
4, 0.93792162, 0.50961447, 100000
5, 0.935662288, 0.532848322, 1000000
6, 0.737215478, 0.728735686, 4500000
7, 0.937643205, 0.527671756, 300000
8, 0.887345762, 0.545272481, 2300000
9, 0.865294847, 0.570560181, 3100000
10, 0.305883154, 0.939845513, 8800000
11, 0.321932997, 0.98308407, 8100000
12, 0.164298679, 0.934368057, 10000000
13, 0.263610046, 0.837348729, 9400000
14, 0.278178147, 0.93024153, 9200000
15, 0.280994811, 0.961484062, 8800000
16, 0.333858544, 0.996459689, 7800000
17, 0.317405244, 0.877895473, 8500000
18, 0.181892335, 0.759418309, 9700000
19, 0.320969034, 0.913266823, 8100000
20, 0.34357647, 0.609713185, 7300000
21, 0.442770314, 0.632096617, 6700000
22, 0.247998268, 0.614223685, 9400000
23, 0.39319507, 0.435773388, 6900000
24, 0.243365973, 0.5772991, 9400000
25, 0.387057535, 0.699433103, 7000000
26, 0.114715626, 0.715829229, 10000000
27, 0.313100356, 0.624486692, 8700000
28, 0.404218748, 0.654119168, 6800000
29, 0.352115551, 0.632621174, 7200000
30, 0.840378669, 0.887657114, 3500000
31, 0.724235048, 0.960135875, 5200000
32, 0.859594894, 0.91239621, 3200000
33, 0.732544435, 0.818067381, 4600000
34, 0.767280985, 0.845646954, 4200000
35, 0.635675187, 0.889526252, 5400000
36, 0.759854944, 0.984408149, 4200000
37, 0.755790364, 0.99692342, 4400000
38, 0.664846967, 0.775893453, 5400000
39, 0.917810982, 0.92338259, 1500000
40, 0.914174929, 0.18561483, 1900000
41, 0.852245284, 0.346326075, 3200000
42, 0.815147871, 0.0909394262, 4000000
43, 0.600574943, 0.154350553, 5600000
44, 0.922931657, 0.149960476, 1300000
45, 0.702284953, 0.293364216, 5300000
46, 0.816444551, 0.218998579, 4000000
47, 0.921907768, 0.203224093, 1500000
48, 0.90243006, 0.217368569, 2100000
49, 0.884105186, 0.208498927, 2400000
