body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.79942032, 1, 0.313325789, 0.182960336, 0.103905478
1.89846428, 1, 0.333850269, 0.127304998, 0.116983042
8.7151036, 1, 0.165015538, 0.10592432, 0.18781425
35.8473986, 1, 0.00731531205, 0.167052804, 0.109834684
119.389972, 1, 0.013668524, 0.159306552, 0.142110762
256.019184, 1, 0.300057725, 0.167165409, 0.195788953
307.213808, 1, 0.249611993, 0.141178788, 0.153316529
393.605117, 1, 0.395544435, 0.119755089, 0.169187711
425.76253, 1, 0.26425429, 0.128962964, 0.131551563
482.858623, 1, 0.299266261, 0.114212013, 0.168650092
100.105404, 0, 0.252396232, 0, 0
128.691654, 0, 0.255586264, 0, 0
234.07465, 0, 0.263346597, 0, 0
325.460128, 0, 0.267722506, 0, 0
364.374308, 0, 0.269238634, 0, 0
386.387947, 0, 0.270029474, 0, 0
555.956542, 0, 0.274986918, 0, 0
620.020335, 0, 0.276490547, 0, 0
657.368661, 0, 0.277300365, 0, 0
828.531225, 0, 0.280527496, 0, 0
879.743173, 0, 0.281369997, 0, 0
1619.31102, 0, 0.290085823, 0, 0
1790.99367, 0, 0.291551106, 0, 0
2411.25366, 0, 0.295918513, 0, 0
3561.58211, 0, 0.301746429, 0, 0
3857.65073, 0, 0.302953613, 0, 0
3864.29146, 0, 0.302979668, 0, 0
4668.94994, 0, 0.30585878, 0, 0
4750.92392, 0, 0.306125068, 0, 0
5281.94993, 0, 0.307751165, 0, 0
5940.34372, 0, 0.309564086, 0, 0
6742.47332, 0, 0.311530773, 0, 0
12536.9719, 0, 0.321343577, 0, 0
13729.5287, 0, 0.322806873, 0, 0
14297.7246, 0, 0.323462052, 0, 0
17169.5657, 0, 0.326435932, 0, 0
47751.1859, 0, 0.343565225, 0, 0
48069.5471, 0, 0.343679393, 0, 0
55065.2991, 0, 0.346022143, 0, 0
73094.0529, 0, 0.350957149, 0, 0
129884.385, 0, 0.361191764, 0, 0
159579.928, 0, 0.364929443, 0, 0
242797.199, 0, 0.372668062, 0, 0
325439.113, 0, 0.37816687, 0, 0
452739.19, 0, 0.384461093, 0, 0
537315.594, 0, 0.387767551, 0, 0
552276.152, 0, 0.388300371, 0, 0
570835.771, 0, 0.388942633, 0, 0
746528.32, 0, 0.394196084, 0, 0
991201.753, 0, 0.399823295, 0, 0
