body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.78722389, 1, 0.279642957, 0.134549864, 0.149465451
2.58571383, 1, 0.28061938, 0.116677635, 0.131570887
2.60519263, 1, 0.229103929, 0.187855908, 0.137395118
5.55013466, 1, 0.0541700581, 0.195096403, 0.173465805
15.404853, 1, 0.359202849, 0.103874837, 0.196790408
107.194475, 0, 0.253261171, 0, 0
113.054549, 0, 0.25393607, 0, 0
343.018964, 0, 0.268426815, 0, 0
370.20678, 0, 0.269452495, 0, 0
748.573928, 0, 0.279107641, 0, 0
1840.33653, 0, 0.291947563, 0, 0
4720.98633, 0, 0.306028327, 0, 0
9618.18647, 0, 0.317113442, 0, 0
9920.22363, 0, 0.317604074, 0, 0
322763.812, 0, 0.378010822, 0, 0
