patch, X.Koord, Y.Koord, Area
0, 0.863035982, 0.960861008, 9300000
1, 0.840218895, 0.569805804, 9500000
2, 0.840614809, 0.60718349, 5700000
3, 0.26013985, 0.596835308, 6600000
4, 0.455266472, 0.86561862, 3200000
5, 0.73707337, 0.17089012, 4800000
6, 0.174509893, 0.214468929, 9600000
7, 0.801538272, 0.546336617, 8600000
8, 0.0242067147, 0.0936455962, 9000000
9, 0.0935039001, 0.998747444, 8200000
10, 0.00231945491, 0.975937299, 5900000
11, 0.84036973, 0.504976304, 9900000
12, 0.438395543, 0.390775628, 7800000
13, 0.603928217, 0.126727385, 1200000
14, 0.0700135685, 0.402877846, 9600000
15, 0.365235611, 0.623494391, 7200000
16, 0.292675183, 0.320363829, 8500000
17, 0.391835322, 0.0443761605, 4800000
18, 0.3909645, 0.0410075607, 7900000
19, 0.491344819, 0.781653891, 9100000
20, 0.221067691, 0.174738301, 3800000
21, 0.674636213, 0.820340903, 7600000
22, 0.705957493, 0.381991302, 2400000
23, 0.468791343, 0.780195876, 400000
24, 0.0665527491, 0.97378951, 9000000
25, 0.752031065, 0.241294517, 2600000
26, 0.353770401, 0.500896307, 7900000
27, 0.787114278, 0.724714634, 2800000
28, 0.432005966, 0.0899957002, 8700000
29, 0.0639957748, 0.0921582701, 9600000
30, 0.0156469021, 0.673362003, 8900000
31, 0.325746663, 0.0505374537, 2800000
32, 0.818375058, 0.679884267, 2700000
33, 0.300035814, 0.70103277, 2000000
34, 0.996425466, 0.185712524, 4600000
35, 0.63832562, 0.193204073, 100000
36, 0.164181018, 0.324826135, 6500000
37, 0.303317958, 0.407313469, 8200000
38, 0.121073806, 0.800814071, 400000
39, 0.229544416, 0.493205442, 5200000
40, 0.116304622, 0.613883866, 6300000
41, 0.226949945, 0.458148988, 6800000
42, 0.429090028, 0.372438201, 8600000
43, 0.369306156, 0.0159905832, 7400000
44, 0.685989085, 0.268515782, 5800000
45, 0.893407231, 0.152431765, 1900000
46, 0.917912307, 0.401998954, 7800000
47, 0.240862081, 0.738587047, 500000
48, 0.167919095, 0.262674787, 7000000
49, 0.880188992, 0.99686882, 1800000
