patch, X.Koord, Y.Koord, Area
0, 0.808018858, 0.893089557, 9500000
1, 0.849013131, 0.859910096, 5700000
2, 0.714310809, 0.841795347, 1600000
3, 0.775713533, 0.766376223, 800000
4, 0.844710624, 0.889474881, 7300000
5, 0.812008792, 0.79673723, 6900000
6, 0.835529347, 0.921820135, 800000
7, 0.828973182, 0.760599322, 1800000
8, 0.918300396, 0.901110382, 2200000
9, 0.777933763, 0.826485789, 8500000
10, 0.973487003, 0.675804695, 5700000
11, 0.824157162, 0.672123898, 5700000
12, 0.883408516, 0.834925525, 3600000
13, 0.89822846, 0.621322378, 3700000
14, 0.963702641, 0.791575297, 4000000
15, 0.966820941, 0.807836476, 9200000
16, 0.886745964, 0.611579319, 7200000
17, 0.98493491, 0.673104592, 2800000
18, 0.916205169, 0.731579562, 900000
19, 0.988676759, 0.729859356, 1400000
20, 0.874370202, 0.521454502, 2600000
21, 0.729576801, 0.524091534, 6900000
22, 0.588160945, 0.437616114, 2300000
23, 0.839952871, 0.357761776, 6000000
24, 0.91390646, 0.473874142, 4700000
25, 0.865951686, 0.482438346, 1600000
26, 0.999334588, 0.464517339, 8300000
27, 0.761076958, 0.459381073, 6600000
28, 0.866049378, 0.461106095, 7300000
29, 0.766926331, 0.362246818, 1700000
30, 0.196929876, 0.140242799, 2300000
31, 0.302244542, 0.263965303, 1400000
32, 0.268613697, 0.0827693129, 3100000
33, 0.244268003, 0.138338167, 600000
34, 0.240536164, 0.164780047, 5300000
35, 0.272759593, 0.0682581099, 500000
36, 0.248214048, 0.216017367, 5600000
37, 0.20740696, 0.0232020382, 3300000
38, 0.400795387, 0.139036202, 7100000
39, 0.316227148, 0.0908009266, 3700000
40, 0.935449026, 0.653824662, 4500000
41, 0.927445362, 0.553796861, 3100000
42, 0.943651297, 0.618952281, 7100000
43, 0.774349204, 0.521159759, 8700000
44, 0.97325263, 0.577703048, 2000000
45, 0.886235864, 0.785347411, 3000000
46, 0.989042099, 0.603730922, 3200000
47, 0.948222649, 0.542936396, 1300000
48, 0.888442513, 0.623796667, 7000000
49, 0.986699814, 0.61055371, 4800000
