body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.29930416, 1, 0.23906132, 0.193365351, 0.165359898
1.3459265, 1, 0.0697682598, 0.180683567, 0.174348878
1.61150924, 1, 0.118295657, 0.179240147, 0.196153063
3.08329001, 1, 0.153642341, 0.129939502, 0.112385949
7.72819686, 1, 0.225323717, 0.173812727, 0.139991618
11.9912771, 1, 0.201880128, 0.181702262, 0.155336768
28.9073445, 1, 0.165330954, 0.104870675, 0.14758687
44.3278354, 1, 0.148256709, 0.143251403, 0.150318669
50.2666052, 1, 0.0164813607, 0.191679478, 0.139155691
431.606728, 1, 0.312670328, 0.185618172, 0.197596147
843.94586, 1, 0.230797774, 0.169866949, 0.103711695
106.712949, 0, 0.253204166, 0, 0
116.610163, 0, 0.254329543, 0, 0
172.933474, 0, 0.259390427, 0, 0
202.319354, 0, 0.261433877, 0, 0
215.482366, 0, 0.262259107, 0, 0
247.505949, 0, 0.264082288, 0, 0
285.078723, 0, 0.265955044, 0, 0
328.215492, 0, 0.26783538, 0, 0
356.031922, 0, 0.268927019, 0, 0
883.646771, 0, 0.281432291, 0, 0
1602.27373, 0, 0.289932451, 0, 0
1698.82937, 0, 0.290781973, 0, 0
2085.65462, 0, 0.293779922, 0, 0
2401.58421, 0, 0.295859066, 0, 0
5146.26349, 0, 0.307350973, 0, 0
5648.7212, 0, 0.308785927, 0, 0
8143.29349, 0, 0.314485043, 0, 0
8214.38073, 0, 0.314621743, 0, 0
9199.41723, 0, 0.316408402, 0, 0
11440.3212, 0, 0.319876181, 0, 0
16848.6591, 0, 0.326128129, 0, 0
37034.1413, 0, 0.339226761, 0, 0
37337.8981, 0, 0.33936534, 0, 0
41091.1857, 0, 0.34099454, 0, 0
42902.5478, 0, 0.341730818, 0, 0
45174.4157, 0, 0.342613616, 0, 0
48563.6897, 0, 0.343855183, 0, 0
56886.0493, 0, 0.346585413, 0, 0
105016.653, 0, 0.357373956, 0, 0
124301.371, 0, 0.360399174, 0, 0
148147.79, 0, 0.363575617, 0, 0
163034.319, 0, 0.365320416, 0, 0
163728.373, 0, 0.365398019, 0, 0
229825.028, 0, 0.371646338, 0, 0
269242.767, 0, 0.3745995, 0, 0
311491.809, 0, 0.377339546, 0, 0
413851.457, 0, 0.382738558, 0, 0
414222.716, 0, 0.382755718, 0, 0
476592.811, 0, 0.385449393, 0, 0
544862.163, 0, 0.388038059, 0, 0
615245.096, 0, 0.390402329, 0, 0
762185.608, 0, 0.394605404, 0, 0
870316.451, 0, 0.397231656, 0, 0
942758.278, 0, 0.398822828, 0, 0
