patch, X.Koord, Y.Koord, Area
0, 0.360881083, 0.318355387, 2200000
1, 0.478044199, 0.368141182, 7400000
2, 0.398609718, 0.663799605, 4000000
3, 0.272486675, 0.372873495, 5100000
4, 0.419553672, 0.294230599, 5000000
5, 0.393444062, 0.472540588, 1400000
6, 0.382351456, 0.384311444, 2500000
7, 0.379179827, 0.373898627, 1400000
8, 0.442502187, 0.333756912, 8800000
9, 0.362372614, 0.485459886, 8800000
10, 0.958148643, 0.671241091, 7700000
11, 0.745743214, 0.749363525, 1400000
12, 0.908602833, 0.85027818, 6300000
13, 0.678672446, 0.93372656, 5800000
14, 0.865648941, 0.978744829, 5600000
15, 0.838150819, 0.64943298, 9600000
16, 0.846614761, 0.671986591, 5500000
17, 0.874507022, 0.851928119, 7100000
18, 0.911651666, 0.74705064, 7000000
19, 0.884053424, 0.791464596, 9500000
20, 0.925834298, 0.166253584, 8300000
21, 0.99454346, 0.0959342424, 3800000
22, 0.994335814, 0.199517427, 9500000
23, 0.828119352, 0.182465045, 6700000
24, 0.787178456, 0.039921603, 9000000
25, 0.939841402, 0.349423579, 4700000
26, 0.80998993, 0.0929146904, 1400000
27, 0.918985514, 0.381505562, 5700000
28, 0.933044935, 0.015836989, 6400000
29, 0.903250211, 0.0191274708, 3900000
30, 0.51402199, 0.988991963, 400000
31, 0.358520812, 0.978530097, 200000
32, 0.542864158, 0.980392981, 7000000
33, 0.574425311, 0.891376978, 7100000
34, 0.417731992, 0.905389913, 3500000
35, 0.335358714, 0.885041747, 1400000
36, 0.467824299, 0.888253451, 3800000
37, 0.428868451, 0.818559923, 3200000
38, 0.520474527, 0.800606304, 9700000
39, 0.397648037, 0.937548879, 900000
40, 0.42673421, 0.43240428, 1700000
41, 0.344696264, 0.372867374, 3200000
42, 0.315754904, 0.466942227, 100000
43, 0.352022431, 0.427639064, 1500000
44, 0.363016156, 0.403036787, 4200000
45, 0.303644338, 0.420237568, 5000000
46, 0.245859617, 0.446409132, 3700000
47, 0.208085744, 0.387571592, 200000
48, 0.274866589, 0.325690776, 5000000
49, 0.468959795, 0.467452373, 9600000
