body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
2.1396047, 1, 0.0249400192, 0.167293672, 0.153431321
2.16488984, 1, 0.366100366, 0.125759244, 0.109659772
3.30378874, 1, 0.292592449, 0.170115132, 0.111762231
7.94833089, 1, 0.353388818, 0.165700006, 0.12650786
26.5899364, 1, 0.297004542, 0.118200776, 0.171846493
250.277973, 1, 0.0325739634, 0.132206299, 0.117040221
408.788229, 1, 0.163166326, 0.188753745, 0.198281146
575.327245, 1, 0.278701527, 0.108334916, 0.102680445
846.605974, 1, 0.396553198, 0.174656412, 0.101156463
105.558973, 0, 0.253066553, 0, 0
107.693079, 0, 0.253319943, 0, 0
394.475867, 0, 0.270309316, 0, 0
403.356562, 0, 0.270610378, 0, 0
638.473693, 0, 0.276896293, 0, 0
691.985608, 0, 0.278012834, 0, 0
751.343945, 0, 0.279159191, 0, 0
767.396404, 0, 0.279454418, 0, 0
772.638289, 0, 0.279549553, 0, 0
806.007334, 0, 0.280141172, 0, 0
977.179057, 0, 0.282851638, 0, 0
1506.69828, 0, 0.289042235, 0, 0
1733.57934, 0, 0.291076522, 0, 0
1875.58915, 0, 0.29222467, 0, 0
1895.40575, 0, 0.292378276, 0, 0
2338.93691, 0, 0.295468316, 0, 0
2406.12832, 0, 0.295887031, 0, 0
2860.74466, 0, 0.298458496, 0, 0
2918.2978, 0, 0.298755887, 0, 0
3140.35666, 0, 0.299853374, 0, 0
11284.0979, 0, 0.319656348, 0, 0
13797.5275, 0, 0.322886624, 0, 0
14307.224, 0, 0.323472794, 0, 0
14323.5501, 0, 0.32349124, 0, 0
14348.2771, 0, 0.32351914, 0, 0
43285.2137, 0, 0.341882578, 0, 0
49273.1027, 0, 0.344104607, 0, 0
53173.9567, 0, 0.34541798, 0, 0
102252.915, 0, 0.356897722, 0, 0
112864.144, 0, 0.358664003, 0, 0
168238.519, 0, 0.365894822, 0, 0
303187.114, 0, 0.37683005, 0, 0
537316.738, 0, 0.387767592, 0, 0
676729.277, 0, 0.392266066, 0, 0
733344.915, 0, 0.393845063, 0, 0
923294.397, 0, 0.398407038, 0, 0
