patch, X.Koord, Y.Koord, Area
0, 0.207088755, 0.0374747808, 9200000
1, 0.270816065, 0.00680304889, 2900000
2, 0.251151692, 0.0651289178, 1400000
3, 0.0550657567, 0.1193338, 7500000
4, 0.0663254102, 0.0796197898, 8800000
5, 0.279855777, 0.0378262705, 6800000
6, 0.224840711, 0.039530426, 400000
7, 0.280645853, 0.00166445834, 6100000
8, 0.265266985, 0.119480672, 3800000
9, 0.110997574, 0.0615658101, 900000
10, 0.891089763, 0.500564405, 1400000
11, 0.849814954, 0.343026778, 300000
12, 0.89381163, 0.428670182, 9500000
13, 0.737807195, 0.318707911, 7700000
14, 0.882661014, 0.408887537, 8100000
15, 0.965342641, 0.360471735, 3100000
16, 0.945298122, 0.279785991, 2300000
17, 0.976750648, 0.372619286, 7100000
18, 0.810306297, 0.284592955, 5700000
19, 0.929979108, 0.389904071, 1200000
20, 0.600497131, 0.878536156, 9600000
21, 0.641519658, 0.779399341, 4600000
22, 0.547033981, 0.808617349, 4900000
23, 0.566145562, 0.82716656, 7700000
24, 0.527542293, 0.91987828, 1500000
25, 0.555539045, 0.809783591, 6900000
26, 0.540500931, 0.899832443, 9100000
27, 0.636945955, 0.785697901, 1700000
28, 0.535712018, 0.908906636, 5600000
29, 0.519177521, 0.856284759, 5300000
30, 0.319353831, 0.993793723, 4900000
31, 0.345019455, 0.874851223, 9200000
32, 0.307169995, 0.991545777, 9500000
33, 0.347136995, 0.817153415, 100000
34, 0.298008799, 0.877530039, 9900000
35, 0.210093963, 0.937369852, 400000
36, 0.364806262, 0.898662014, 1900000
37, 0.33599916, 0.964800424, 8600000
38, 0.247461775, 0.935831219, 9600000
39, 0.175376674, 0.925903191, 3600000
40, 0.213513822, 0.386209554, 3000000
41, 0.152205212, 0.168898306, 7300000
42, 0.0428778157, 0.385161241, 4500000
43, 0.228124373, 0.61673869, 900000
44, 0.142320792, 0.424598582, 5400000
45, 0.158984198, 0.397367744, 200000
46, 0.0071002474, 0.39261373, 1600000
47, 0.212104048, 0.354281443, 9100000
48, 0.24806108, 0.410336697, 7300000
49, 0.0834468191, 0.488535771, 2700000
