body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.14672958, 1, 0.387150729, 0.129533501, 0.159813382
3.05412027, 1, 0.265795683, 0.132882246, 0.182582358
5.94187823, 1, 0.033513467, 0.126813417, 0.115639172
9.03105899, 1, 0.258626916, 0.113655489, 0.173430052
15.2943021, 1, 0.0920586813, 0.137195498, 0.140864343
55.8114567, 1, 0.170254593, 0.101574184, 0.17786879
105.226466, 1, 0.0641898868, 0.134472747, 0.180397057
140.129193, 1, 0.205427334, 0.196361998, 0.178607145
245.300375, 1, 0.371884005, 0.119585422, 0.159228701
157.097253, 0, 0.258147796, 0, 0
185.90825, 0, 0.260330423, 0, 0
227.094592, 0, 0.262948278, 0, 0
626.77556, 0, 0.276640394, 0, 0
924.568546, 0, 0.282070032, 0, 0
1027.77104, 0, 0.283566426, 0, 0
1133.74482, 0, 0.284961217, 0, 0
1188.99754, 0, 0.28564001, 0, 0
1430.36462, 0, 0.288291826, 0, 0
1746.0079, 0, 0.291180509, 0, 0
1896.00638, 0, 0.292382908, 0, 0
2074.0807, 0, 0.293698193, 0, 0
3415.0494, 0, 0.301113232, 0, 0
4701.28365, 0, 0.305964341, 0, 0
5824.24385, 0, 0.309258731, 0, 0
6157.03074, 0, 0.31011913, 0, 0
6512.92379, 0, 0.310991695, 0, 0
6984.85818, 0, 0.31208139, 0, 0
8393.37341, 0, 0.314961027, 0, 0
9322.32309, 0, 0.316618436, 0, 0
9812.06223, 0, 0.317430027, 0, 0
11029.7137, 0, 0.319292122, 0, 0
16974.5883, 0, 0.326249574, 0, 0
20125.7917, 0, 0.3290392, 0, 0
32167.2372, 0, 0.336845445, 0, 0
33497.4904, 0, 0.337528621, 0, 0
40099.9339, 0, 0.340578457, 0, 0
52196.871, 0, 0.345097819, 0, 0
97393.0082, 0, 0.356029825, 0, 0
114786.105, 0, 0.358966944, 0, 0
120505.738, 0, 0.359840779, 0, 0
121837.378, 0, 0.360038562, 0, 0
170665.588, 0, 0.366156956, 0, 0
218598.272, 0, 0.370716851, 0, 0
228029.845, 0, 0.371500648, 0, 0
313896.898, 0, 0.37748469, 0, 0
