patch, X.Koord, Y.Koord, Area
0, 0.518549745, 0.0880850938, 4700000
1, 0.916024551, 0.257818478, 400000
2, 0.326232226, 0.17208886, 6300000
3, 0.378734122, 0.380150739, 5600000
4, 0.339151314, 0.615851555, 5700000
5, 0.512775277, 0.897795056, 5000000
6, 0.239812232, 0.847423845, 7000000
7, 0.187606952, 0.339677281, 7100000
8, 0.535885294, 0.327290641, 4000000
9, 0.780971401, 0.387718389, 1700000
10, 0.877483102, 0.915036533, 1400000
11, 0.586091457, 0.563608711, 3900000
12, 0.789602767, 0.414519143, 1500000
13, 0.297168279, 0.26824465, 6700000
14, 0.188327591, 0.370730184, 7100000
15, 0.118911594, 0.714542446, 8300000
16, 0.660829915, 0.774422921, 3700000
17, 0.852977552, 0.232881999, 1400000
18, 0.856841149, 0.396764879, 1400000
19, 0.450852413, 0.485504388, 5500000
20, 0.0909257994, 0.647676482, 9500000
21, 0.104247997, 0.554419604, 8800000
22, 0.0984155291, 0.369053089, 8800000
23, 0.713274087, 0.880410997, 3200000
24, 0.295223242, 0.870015263, 7000000
25, 0.738724703, 0.193603469, 2500000
26, 0.489959589, 0.137583536, 5100000
27, 0.654952408, 0.847470084, 3800000
28, 0.952434524, 0.236883024, 200000
29, 0.879989632, 0.39274917, 1400000
30, 0.154830066, 0.690964231, 7400000
31, 0.501560616, 0.656249036, 5000000
32, 0.00370402518, 0.309476226, 9700000
33, 0.64681278, 0.83360233, 3800000
34, 0.886839926, 0.255940502, 900000
35, 0.777413004, 0.246596395, 2200000
36, 0.494546338, 0.829874404, 5000000
37, 0.054232459, 0.223207866, 9600000
38, 0.70445034, 0.303812222, 3500000
39, 0.0904937331, 0.377298963, 9500000
40, 0.849582041, 0.973900358, 1400000
41, 0.73759422, 0.0426787985, 3200000
42, 0.154700791, 0.0404309209, 7700000
43, 0.328343829, 0.284858769, 5800000
44, 0.924043874, 0.294065565, 200000
45, 0.0166715255, 0.00132970675, 9600000
46, 0.303927714, 0.795631604, 6400000
47, 0.0919932355, 0.801169734, 9000000
48, 0.523845199, 0.366275468, 4200000
49, 0.997686612, 0.932984948, 100000
