patch, X.Koord, Y.Koord, Area
0, 0.149924589, 0.271631174, 5300000
1, 0.0431729088, 0.0681128065, 8800000
2, 0.106313461, 0.211473524, 6500000
3, 0.120578214, 0.0237633512, 6000000
4, 0.165866558, 0.189048904, 4900000
5, 0.039261083, 0.655522057, 8800000
6, 0.401199407, 0.460775372, 1900000
7, 0.186528568, 0.150677156, 4500000
8, 0.21111645, 0.560808461, 3600000
9, 0.0927010891, 0.127172096, 7700000
10, 0.12341733, 0.00443457923, 5800000
11, 0.165422635, 0.324425104, 5000000
12, 0.371516909, 0.14262961, 2100000
13, 0.336595913, 0.0262514417, 2300000
14, 0.206711616, 0.085566657, 4000000
15, 0.0288168275, 0.119465298, 9200000
16, 0.472364666, 0.074813662, 1200000
17, 0.0748675162, 0.334397019, 8100000
18, 0.0734804192, 0.230883218, 8200000
19, 0.656546067, 0.216906021, 900000
20, 0.058724146, 0.257469008, 8400000
21, 0.116763946, 0.242825836, 6300000
22, 0.869258441, 0.352113885, 200000
23, 0.0275393766, 0.53979608, 9800000
24, 0.0676659662, 0.0272747711, 8400000
25, 0.157899189, 0.552171439, 5200000
26, 0.117371376, 0.00734866923, 6200000
27, 0.0897505211, 0.358663235, 7700000
28, 0.336304613, 0.238154742, 2500000
29, 0.174699554, 0.0657645489, 4900000
30, 0.440182059, 0.264613489, 1600000
31, 0.350347303, 0.0122817551, 2100000
32, 0.242326728, 0.341165359, 3000000
33, 0.283640285, 0.159823224, 2800000
34, 0.0723676649, 0.52317307, 8300000
35, 0.105364998, 0.130218449, 7400000
36, 0.015996103, 0.372839684, 10000000
37, 0.227839592, 0.169990655, 3300000
38, 0.463407085, 0.152257063, 1200000
39, 0.0949684704, 0.128743281, 7400000
40, 0.19224328, 0.283869789, 4200000
41, 0.639275609, 0.325426666, 900000
42, 0.210015468, 0.25054298, 3700000
43, 0.230675062, 0.476288311, 3000000
44, 0.307181833, 0.073233012, 2600000
45, 0.292956973, 0.26250614, 2700000
46, 0.264310259, 0.173764287, 2900000
47, 0.699748454, 0.0633018597, 600000
48, 0.0312569821, 0.431218276, 8800000
49, 0.547955242, 0.368234652, 1000000
