body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.76837037, 1, 0.362906944, 0.167599758, 0.160608318
2.5800491, 1, 0.194150966, 0.198364716, 0.194422514
7.10370706, 1, 0.273730025, 0.148153021, 0.185273554
13.1372173, 1, 0.30725366, 0.191253883, 0.100225924
150.61301, 1, 0.383091494, 0.118987634, 0.152122603
742.759122, 1, 0.0642867016, 0.114797387, 0.155203763
114.366769, 0, 0.254082635, 0, 0
136.045982, 0, 0.256297445, 0, 0
136.727752, 0, 0.256361512, 0, 0
221.685405, 0, 0.26263152, 0, 0
1130.47269, 0, 0.284920039, 0, 0
1519.66311, 0, 0.289166087, 0, 0
2522.97584, 0, 0.296589414, 0, 0
13644.4978, 0, 0.322706616, 0, 0
78416.4569, 0, 0.352192702, 0, 0
311564.974, 0, 0.377343977, 0, 0
400736.985, 0, 0.38212281, 0, 0
473138.242, 0, 0.385309213, 0, 0
