body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.21595572, 1, 0.208395647, 0.155471061, 0.173617462
5.90072357, 1, 0.315984219, 0.15943227, 0.102080711
9.33331585, 1, 0.375499196, 0.128861259, 0.111160313
19.0842207, 1, 0.325619174, 0.163554783, 0.129772374
50.9827815, 1, 0.294861942, 0.120355201, 0.168697019
80.7527561, 1, 0.0789685133, 0.12853591, 0.186162606
348.286926, 1, 0.105887167, 0.162214172, 0.119863436
353.907528, 1, 0.379782119, 0.139238301, 0.165718903
865.042529, 1, 0.169822538, 0.155505337, 0.169965562
919.785051, 1, 0.190640154, 0.190572994, 0.135239247
111.180063, 0, 0.253723876, 0, 0
533.778267, 0, 0.274427757, 0, 0
654.46979, 0, 0.277239094, 0, 0
951.031971, 0, 0.28246832, 0, 0
5376.52853, 0, 0.308024378, 0, 0
46174.9754, 0, 0.342989105, 0, 0
100125.608, 0, 0.356522752, 0, 0
256408.413, 0, 0.373685808, 0, 0
326893.213, 0, 0.378251176, 0, 0
430032.499, 0, 0.383473233, 0, 0
