patch, X.Koord, Y.Koord, Area
0, 0.203375008, 0.0997384015, 600000
1, 0.211288937, 0.420082197, 4800000
2, 0.0202307495, 0.49952688, 2400000
3, 0.230029067, 0.51660312, 2600000
4, 0.163463563, 0.153648587, 400000
5, 0.645452237, 0.0654527575, 4800000
6, 0.331454514, 0.529195893, 9500000
7, 0.0783412002, 0.000758826967, 7800000
8, 0.307743419, 0.0597906434, 3600000
9, 0.341985228, 0.097789751, 7300000
10, 0.217923831, 0.0767686226, 5000000
11, 0.0602701409, 0.591321138, 7600000
12, 0.0172552349, 0.362432099, 6100000
13, 0.0242761783, 0.316014977, 8300000
14, 0.473324701, 0.0230563208, 3200000
15, 0.721816544, 0.0863798973, 6300000
16, 0.228623796, 0.383164322, 4500000
17, 0.213162974, 0.0102476766, 3800000
18, 0.278308683, 0.102342342, 10000000
19, 0.210001676, 0.135682384, 8600000
20, 0.0901121652, 0.130658837, 8000000
21, 0.300653121, 0.174216211, 100000
22, 0.319763745, 0.152402339, 1900000
23, 0.194956254, 0.0144523306, 9100000
24, 0.0757240891, 0.0304053175, 6100000
25, 0.0542440585, 0.169313072, 4600000
26, 0.178601568, 0.171845042, 6700000
27, 0.230892862, 0.441706255, 5400000
28, 0.237372355, 0.377429352, 3500000
29, 0.033606543, 0.0485015215, 9700000
30, 0.699161025, 0.005627147, 400000
31, 0.304772042, 0.0326265745, 6200000
32, 0.440970333, 0.297945368, 9400000
33, 0.224214946, 0.664449037, 6800000
34, 0.194097133, 0.403201909, 3000000
35, 0.122274722, 0.591863236, 3900000
36, 0.023086959, 0.0735666888, 8600000
37, 0.0352902298, 0.0797022082, 1800000
38, 0.483422911, 0.00948449432, 5400000
39, 0.0274947474, 0.23635016, 9000000
40, 0.0629904365, 0.342243756, 6100000
41, 0.00762609837, 0.483619157, 7800000
42, 0.0416955173, 0.256847759, 7600000
43, 0.361121211, 0.218338951, 2200000
44, 0.0411526857, 0.354798357, 9800000
45, 0.208609085, 0.550088021, 7300000
46, 0.132039219, 0.669196109, 7300000
47, 0.148186148, 0.177665194, 3500000
48, 0.562287067, 0.153860796, 9200000
49, 0.103529051, 0.3001451, 6500000
