body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.309751, 1, 0.109082343, 0.185992408, 0.135781361
2.03695561, 1, 0.220700548, 0.104127256, 0.194568318
4.55515329, 1, 0.047625373, 0.174256622, 0.106004468
53.3099987, 1, 0.239005301, 0.157041736, 0.18640421
77.4948496, 1, 0.119853632, 0.103431319, 0.187729053
81.7641069, 1, 0.193411449, 0.121551322, 0.105119366
93.1109089, 1, 0.151141625, 0.148756902, 0.165241862
186.89661, 0, 0.26039945, 0, 0
583.55681, 0, 0.275653904, 0, 0
4374.14335, 0, 0.304862946, 0, 0
140585.927, 0, 0.362624451, 0, 0
168766.136, 0, 0.365952111, 0, 0
238196.496, 0, 0.372311765, 0, 0
359301.735, 0, 0.380043192, 0, 0
