body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.79689953, 1, 0.14605065, 0.154569238, 0.125561406
2.36849531, 1, 0.18019971, 0.178760976, 0.167130943
4.47562281, 1, 0.370900132, 0.173986085, 0.159900591
4.50474968, 1, 0.149523372, 0.172009757, 0.171733214
4.67574482, 1, 0.292874841, 0.179782627, 0.193734953
16.2094735, 1, 0.283851444, 0.188189639, 0.135180977
24.0283628, 1, 0.0975348373, 0.182160469, 0.12536341
53.4388462, 1, 0.0329834218, 0.130594132, 0.140247251
141.84941, 1, 0.271865756, 0.174537514, 0.174651072
299.761582, 1, 0.159349167, 0.138821925, 0.172407057
746.348879, 1, 0.0238315591, 0.146966766, 0.140610779
960.776363, 1, 0.308352387, 0.171004437, 0.198937985
146.820435, 0, 0.257276025, 0, 0
165.157391, 0, 0.25879441, 0, 0
180.725081, 0, 0.259962624, 0, 0
249.969346, 0, 0.264213089, 0, 0
269.542161, 0, 0.265210874, 0, 0
390.282217, 0, 0.270164903, 0, 0
419.237762, 0, 0.271133394, 0, 0
688.058656, 0, 0.277933735, 0, 0
910.448066, 0, 0.281853057, 0, 0
2195.99525, 0, 0.294538154, 0, 0
2681.52027, 0, 0.297494572, 0, 0
3022.9963, 0, 0.299282878, 0, 0
3629.96395, 0, 0.302033494, 0, 0
4495.76642, 0, 0.305281283, 0, 0
4734.016, 0, 0.306070503, 0, 0
5656.73307, 0, 0.30880781, 0, 0
5889.00634, 0, 0.309429769, 0, 0
6803.593, 0, 0.311671368, 0, 0
7800.17936, 0, 0.313808874, 0, 0
8537.50224, 0, 0.315229268, 0, 0
11807.1655, 0, 0.320381385, 0, 0
13160.4106, 0, 0.322124282, 0, 0
13230.7929, 0, 0.3222102, 0, 0
14579.661, 0, 0.32377802, 0, 0
20674.4717, 0, 0.329482014, 0, 0
23999.8362, 0, 0.331948267, 0, 0
27157.7926, 0, 0.334006343, 0, 0
29235.225, 0, 0.3352396, 0, 0
30908.4848, 0, 0.336173811, 0, 0
38143.4845, 0, 0.33972774, 0, 0
49583.6737, 0, 0.344212729, 0, 0
51762.5413, 0, 0.344953671, 0, 0
68632.0558, 0, 0.349853596, 0, 0
74911.5822, 0, 0.351388416, 0, 0
78943.2335, 0, 0.352310622, 0, 0
87806.8548, 0, 0.354190095, 0, 0
88232.0884, 0, 0.354275663, 0, 0
104725.361, 0, 0.357324327, 0, 0
161021.406, 0, 0.36509356, 0, 0
161689.657, 0, 0.365169169, 0, 0
190297.371, 0, 0.368155786, 0, 0
192715.435, 0, 0.36838829, 0, 0
197259.406, 0, 0.368817804, 0, 0
199911.208, 0, 0.369064139, 0, 0
319941.523, 0, 0.377844863, 0, 0
453713.371, 0, 0.384502414, 0, 0
871194.793, 0, 0.397251691, 0, 0
913896.65, 0, 0.398203292, 0, 0
