patch, X.Koord, Y.Koord, Area
0, 0.0151266319, 0.411262773, 9700000
1, 0.0970483551, 0.380923672, 9200000
2, 0.0346571643, 0.351524177, 9400000
3, 0.122550362, 0.342512804, 9000000
4, 0.0295560199, 0.362233023, 9500000
5, 0.168806482, 0.541864925, 8600000
6, 0.000488623965, 0.467136865, 10000000
7, 0.120139768, 0.521238126, 9100000
8, 0.00218158037, 0.4153516, 9800000
9, 0.137746328, 0.510065938, 8600000
10, 0.764266285, 0.846220101, 5400000
11, 0.87161676, 0.83299768, 1800000
12, 0.828385912, 0.940575732, 3500000
13, 0.950865998, 0.950363663, 400000
14, 0.954215792, 0.762346546, 400000
15, 0.843177427, 0.905126951, 3200000
16, 0.869872881, 0.930259446, 1900000
17, 0.899085555, 0.875307872, 600000
18, 0.829295627, 0.797911239, 3500000
19, 0.810046486, 0.829558515, 4500000
20, 0.795734331, 0.3278029, 4800000
21, 0.478915453, 0.29542809, 8300000
22, 0.580043963, 0.249549822, 7600000
23, 0.575162822, 0.110482994, 7800000
24, 0.534411963, 0.301683292, 8000000
25, 0.856819242, 0.35207332, 2600000
26, 0.614709797, 0.42156241, 7300000
27, 0.698856623, 0.230729607, 6300000
28, 0.551662193, 0.288789888, 7800000
29, 0.604041481, 0.232880722, 7600000
30, 0.774484776, 0.441490953, 4800000
31, 0.803581691, 0.410190426, 4600000
32, 0.862968659, 0.374002603, 2200000
33, 0.760861315, 0.389831188, 6100000
34, 0.820509818, 0.433203955, 3600000
35, 0.768883271, 0.602174764, 5400000
36, 0.648257425, 0.427062573, 7300000
37, 0.999633559, 0.453845577, 100000
38, 0.663816829, 0.535511006, 6700000
39, 0.815302592, 0.451826009, 3800000
40, 0.663043093, 0.298180048, 6800000
41, 0.773450893, 0.308651037, 5000000
42, 0.684520162, 0.31053911, 6500000
43, 0.72643602, 0.347142108, 6200000
44, 0.74566529, 0.23931554, 6100000
45, 0.61748152, 0.266248996, 7300000
46, 0.814097637, 0.0446161758, 3900000
47, 0.762680317, 0.31819801, 6100000
48, 0.847154343, 0.132137061, 3000000
49, 0.858605168, 0.182041973, 2400000
