patch, X.Koord, Y.Koord, Area
0, 0.155528586, 0.166574955, 8800000
1, 0.317817547, 0.526582845, 7000000
2, 0.343983175, 0.458437976, 5600000
3, 0.3641703, 0.0903576913, 5200000
4, 0.566645557, 0.199944974, 3500000
5, 0.0416874397, 0.821203633, 10000000
6, 0.659969719, 0.228133053, 2000000
7, 0.201631756, 0.593224891, 8100000
8, 0.41646256, 0.0866269581, 4400000
9, 0.450892656, 0.927408392, 4200000
10, 0.348726768, 0.701464626, 5400000
11, 0.383280311, 0.412517243, 4600000
12, 0.180306058, 0.831616024, 8700000
13, 0.0681300561, 0.511942281, 9700000
14, 0.551256647, 0.965063627, 4000000
15, 0.595866948, 0.630966483, 3200000
16, 0.145499795, 0.133816645, 9400000
17, 0.230941709, 0.391434203, 7300000
18, 0.286377129, 0.946104628, 7200000
19, 0.83075136, 0.998806417, 1000000
20, 0.153420944, 0.150440677, 9200000
21, 0.55213881, 0.290457527, 4000000
22, 0.568139717, 0.0952074789, 3200000
23, 0.343420095, 0.646594457, 6700000
24, 0.35061719, 0.546525224, 5400000
25, 0.959112016, 0.88892353, 100000
26, 0.553343944, 0.699003706, 3900000
27, 0.6527312, 0.779637697, 2100000
28, 0.490740113, 0.467624596, 4200000
29, 0.64664998, 0.35122938, 2300000
30, 0.605250784, 0.300973197, 3100000
31, 0.145173291, 0.542013733, 9400000
32, 0.334680529, 0.729599397, 6900000
33, 0.460433997, 0.49602492, 4200000
34, 0.127821662, 0.00999380671, 9400000
35, 0.363073324, 0.591604522, 5300000
36, 0.228141634, 0.817002918, 7800000
37, 0.847502602, 0.750820994, 1000000
38, 0.341474082, 0.191348898, 6800000
39, 0.22678932, 0.354489521, 8100000
40, 0.408181403, 0.50268604, 4500000
41, 0.683064044, 0.550341796, 1900000
42, 0.0656220005, 0.607420812, 10000000
43, 0.180729211, 0.433019985, 8500000
44, 0.694306936, 0.876977633, 1500000
45, 0.752256606, 0.369799272, 1300000
46, 0.617754278, 0.871540045, 2400000
47, 0.879198565, 0.256092317, 300000
48, 0.168800185, 0.998182766, 8800000
49, 0.703547732, 0.155628182, 1500000
