patch, X.Koord, Y.Koord, Area
0, 0.544305522, 0.0802225403, 3700000
1, 0.0411728199, 0.125502843, 3300000
2, 0.673397616, 0.367179091, 4500000
3, 0.992468099, 0.990551112, 3200000
4, 0.181547159, 0.792629624, 500000
5, 0.0988643523, 0.579604278, 5600000
6, 0.405649603, 0.102282506, 800000
7, 0.228970559, 0.406933481, 1600000
8, 0.975480215, 0.279940429, 1400000
9, 0.378573267, 0.172506907, 6900000
10, 0.346712005, 0.0777400683, 8500000
11, 0.744664755, 0.847748722, 1300000
12, 0.65711931, 0.215227771, 2200000
13, 0.419385294, 0.984132794, 6000000
14, 0.522616097, 0.0692836978, 3600000
15, 0.858266218, 0.351417081, 2000000
16, 0.94719698, 0.62296999, 4800000
17, 0.511702932, 0.027354697, 7300000
18, 0.496007508, 0.784095214, 1600000
19, 0.513403669, 0.174174297, 2600000
20, 0.588610739, 0.49476612, 900000
21, 0.280963693, 0.256326016, 6900000
22, 0.327534055, 0.218667151, 1700000
23, 0.534577967, 0.288521823, 7200000
24, 0.387669277, 0.194395247, 5700000
25, 0.0781588526, 0.265309987, 5300000
26, 0.225723703, 0.495027147, 2300000
27, 0.551521015, 0.690522537, 4700000
28, 0.10301259, 0.710967895, 3100000
29, 0.714373189, 0.478163271, 7100000
30, 0.399517363, 0.670005642, 1800000
31, 0.215769055, 0.472140023, 7100000
32, 0.910250705, 0.118126619, 5700000
33, 0.0956172524, 0.815964902, 600000
34, 0.331123115, 0.065384964, 8700000
35, 0.294702095, 0.586913943, 6600000
36, 0.801860975, 0.779176563, 4000000
37, 0.486054295, 0.527234, 5700000
38, 0.829976912, 0.554202841, 9200000
39, 0.535025846, 0.292823118, 7000000
40, 0.945784994, 0.108672833, 2800000
41, 0.469863057, 0.839474471, 7300000
42, 0.204764812, 0.162355052, 3700000
43, 0.0076370514, 0.0167377419, 2300000
44, 0.188236711, 0.326587135, 1400000
45, 0.376062159, 0.484077196, 9500000
46, 0.998367715, 0.585598593, 8300000
47, 0.524359293, 0.074397485, 3000000
48, 0.660230087, 0.236222344, 3100000
49, 0.345705467, 0.820334021, 800000
