body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.97557757, 1, 0.153700013, 0.149592955, 0.142572943
2.51027644, 1, 0.11642571, 0.186369964, 0.196701233
3.42274055, 1, 0.163487332, 0.175894384, 0.128204171
13.3614759, 1, 0.227957318, 0.197048512, 0.158215916
206.314403, 1, 0.285344169, 0.175930255, 0.149947697
122.029545, 0, 0.254907868, 0, 0
139.505304, 0, 0.256619425, 0, 0
159.622111, 0, 0.258353675, 0, 0
189.794591, 0, 0.260599863, 0, 0
423.89383, 0, 0.271283167, 0, 0
499.715771, 0, 0.273524444, 0, 0
666.332608, 0, 0.277488216, 0, 0
1618.4063, 0, 0.290077717, 0, 0
1707.88081, 0, 0.290859243, 0, 0
2298.00744, 0, 0.29520762, 0, 0
7105.2197, 0, 0.312348099, 0, 0
21595.5926, 0, 0.330200896, 0, 0
45252.3546, 0, 0.342643147, 0, 0
52404.5143, 0, 0.345166331, 0, 0
61757.8181, 0, 0.348012296, 0, 0
76535.9366, 0, 0.351765515, 0, 0
198339.781, 0, 0.368918541, 0, 0
242522.004, 0, 0.372646931, 0, 0
294861.423, 0, 0.37630578, 0, 0
640318.31, 0, 0.391182833, 0, 0
