patch, X.Koord, Y.Koord, Area
0, 0.304383508, 0.104482843, 3000000
1, 0.416733038, 0.042555494, 2000000
2, 0.341960005, 0.0499321603, 2700000
3, 0.0708152621, 0.0249926128, 7600000
4, 0.348865018, 0.0476058373, 2600000
5, 0.452528627, 0.150299737, 800000
6, 0.00292128066, 0.188789272, 9900000
7, 0.0140815347, 0.0334826684, 9100000
8, 0.763273172, 0.589202683, 200000
9, 0.0282361067, 0.059914563, 8600000
10, 0.0640460694, 0.713904073, 7900000
11, 0.0539417294, 0.343400507, 8200000
12, 0.368486994, 0.102287947, 2100000
13, 0.329403147, 0.558486548, 2900000
14, 0.0117683289, 0.187111644, 9400000
15, 0.211765664, 0.193277498, 5600000
16, 0.366086163, 0.0752635428, 2500000
17, 0.169669397, 0.0885498409, 6000000
18, 0.415432017, 0.108319417, 2000000
19, 0.272976918, 0.284382629, 5600000
20, 0.276426193, 0.131619934, 5100000
21, 0.126791427, 0.0409079642, 6400000
22, 0.273331296, 0.446426831, 5300000
23, 0.0854063144, 0.154799047, 7400000
24, 0.29806712, 0.193597539, 3600000
25, 0.413876402, 0.0826695599, 2100000
26, 0.289503409, 0.450317887, 4300000
27, 0.432949031, 0.111723907, 1200000
28, 0.100025891, 0.321002049, 7000000
29, 0.0143563925, 0.553424054, 9100000
30, 0.671952252, 0.61225596, 300000
31, 0.105354068, 0.286824312, 6600000
32, 0.19190634, 0.0815805902, 5700000
33, 0.0306273869, 0.00223028378, 8500000
34, 0.028055596, 0.0571537083, 8700000
35, 0.423886785, 0.0345300256, 1900000
36, 0.00391293006, 0.471080139, 9800000
37, 0.341912607, 0.401749872, 2900000
38, 0.100563978, 0.463332805, 6900000
39, 0.108644946, 0.173574718, 6400000
40, 0.0776711561, 0.579183589, 7400000
41, 0.299529112, 0.256655087, 3300000
42, 0.137187998, 0.25164079, 6300000
43, 0.021913786, 0.233328138, 8800000
44, 0.107393684, 0.433376228, 6600000
45, 0.530351845, 0.383511739, 300000
46, 0.289299504, 0.576858903, 4400000
47, 0.0448515849, 0.0931129867, 8500000
48, 0.102116607, 0.663000259, 6700000
49, 0.297464934, 0.420575226, 4000000
