patch, X.Koord, Y.Koord, Area
0, 0.314294504, 0.997181213, 7600000
1, 0.369783377, 0.915696223, 5500000
2, 0.161696545, 0.894817028, 9800000
3, 0.131428595, 0.987707639, 9800000
4, 0.305461755, 0.96055175, 8000000
5, 0.253496432, 0.983404569, 9300000
6, 0.187352003, 0.939142886, 9600000
7, 0.215511701, 0.846471078, 9400000
8, 0.266688637, 0.819165323, 9100000
9, 0.323888163, 0.837674386, 7300000
10, 0.494782435, 0.106456836, 4400000
11, 0.540072663, 0.042890956, 4000000
12, 0.349132522, 0.0848409354, 6800000
13, 0.384006081, 0.147394659, 5400000
14, 0.32563158, 0.0461502663, 7000000
15, 0.413089114, 0.117238459, 5300000
16, 0.46576611, 0.0189306067, 4600000
17, 0.44517417, 0.145979539, 5100000
18, 0.44862531, 0.164292272, 5000000
19, 0.295846704, 0.0607499958, 8600000
20, 0.733232986, 0.908964378, 3100000
21, 0.796778923, 0.742965814, 2700000
22, 0.734489413, 0.670635094, 2900000
23, 0.691235224, 0.610769149, 3900000
24, 0.708600208, 0.68747759, 3500000
25, 0.785568382, 0.709961968, 2700000
26, 0.722492058, 0.58218142, 3400000
27, 0.802623619, 0.784141667, 2600000
28, 0.924081253, 0.876352325, 800000
29, 0.733000168, 0.598022122, 3200000
30, 0.816193228, 0.177003876, 2400000
31, 0.910889115, 0.221011575, 800000
32, 0.824767982, 0.146103554, 2200000
33, 0.881306624, 0.177710642, 1800000
34, 0.965565078, 0.378936715, 300000
35, 0.820717428, 0.105517917, 2300000
36, 0.969590374, 0.220833853, 200000
37, 0.949407613, 0.247225232, 700000
38, 0.905625652, 0.248333288, 900000
39, 0.783820452, 0.370662108, 2700000
40, 0.222738337, 0.79811057, 9400000
41, 0.259766703, 0.914597642, 9100000
42, 0.342130453, 0.85287166, 6800000
43, 0.454632951, 0.94916024, 4600000
44, 0.306965931, 0.917982762, 7800000
45, 0.496715129, 0.835637167, 4200000
46, 0.296043937, 0.872028114, 8100000
47, 0.332241593, 0.950654524, 6800000
48, 0.356345828, 0.920641684, 6100000
49, 0.268159535, 0.908918625, 8700000
