body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.88351838, 1, 0.349134288, 0.166819444, 0.128815289
6.17397469, 1, 0.396684358, 0.182287247, 0.168401984
14.4883787, 1, 0.163920429, 0.16062772, 0.15202925
23.7791924, 1, 0.084159185, 0.121455642, 0.187736578
58.4378488, 1, 0.248729862, 0.197882008, 0.192388931
129.944769, 1, 0.233348031, 0.125841184, 0.148923016
130.942829, 1, 0.365869874, 0.107864168, 0.159621396
588.75346, 1, 0.259559982, 0.14840829, 0.126427541
113.375179, 0, 0.25397203, 0, 0
201.440997, 0, 0.261377009, 0, 0
234.254349, 0, 0.263356702, 0, 0
295.058206, 0, 0.266412977, 0, 0
321.125172, 0, 0.267543072, 0, 0
672.95132, 0, 0.277625385, 0, 0
1557.25251, 0, 0.289519582, 0, 0
11342.6333, 0, 0.319739054, 0, 0
21542.1557, 0, 0.330159995, 0, 0
41059.3593, 0, 0.340981329, 0, 0
88066.8103, 0, 0.354242451, 0, 0
93485.0738, 0, 0.355301552, 0, 0
222700.106, 0, 0.3710616, 0, 0
342790.703, 0, 0.379150334, 0, 0
456196.137, 0, 0.384607343, 0, 0
734281.615, 0, 0.3938702, 0, 0
