body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
3.57535845, 1, 0.226306052, 0.140730783, 0.184656149
5.96340417, 1, 0.0904048013, 0.117698462, 0.107964547
30.388588, 1, 0.0887340669, 0.196963241, 0.150524609
43.5132928, 1, 0.0427782739, 0.129701836, 0.10652865
57.5958162, 1, 0.306996471, 0.128786882, 0.142812233
144.298791, 1, 0.0881224825, 0.111619332, 0.109653092
226.98933, 1, 0.230923228, 0.118172704, 0.112715997
364.691694, 1, 0.139930514, 0.149428977, 0.159674531
345.397961, 0, 0.268519593, 0, 0
9868.35287, 0, 0.317520833, 0, 0
11332.1541, 0, 0.319724278, 0, 0
13078.8139, 0, 0.322024125, 0, 0
30516.5429, 0, 0.33595937, 0, 0
33958.6895, 0, 0.337759472, 0, 0
53963.9809, 0, 0.345672786, 0, 0
187459.256, 0, 0.367879287, 0, 0
