body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
2.63730775, 1, 0.268211216, 0.18027575, 0.131342418
3.92920285, 1, 0.0393387346, 0.109280081, 0.169232262
19.5927641, 1, 0.237226207, 0.151815255, 0.187638915
140.576114, 1, 0.168443048, 0.186502025, 0.189460666
216.355384, 1, 0.268661637, 0.182914691, 0.108504421
252.483905, 1, 0.383155813, 0.182960336, 0.103905478
656.724751, 1, 0.164715152, 0.127304998, 0.116983042
803.127904, 1, 0.213266116, 0.10592432, 0.18781425
100.105404, 0, 0.252396232, 0, 0
128.691654, 0, 0.255586264, 0, 0
234.07465, 0, 0.263346597, 0, 0
325.460128, 0, 0.267722506, 0, 0
386.387947, 0, 0.270029474, 0, 0
555.956542, 0, 0.274986918, 0, 0
657.368661, 0, 0.277300365, 0, 0
828.531225, 0, 0.280527496, 0, 0
879.743173, 0, 0.281369997, 0, 0
1619.31102, 0, 0.290085823, 0, 0
1790.99367, 0, 0.291551106, 0, 0
2411.25366, 0, 0.295918513, 0, 0
3561.58211, 0, 0.301746429, 0, 0
3857.65073, 0, 0.302953613, 0, 0
3864.29146, 0, 0.302979668, 0, 0
4668.94994, 0, 0.30585878, 0, 0
4750.92392, 0, 0.306125068, 0, 0
5940.34372, 0, 0.309564086, 0, 0
6742.47332, 0, 0.311530773, 0, 0
12536.9719, 0, 0.321343577, 0, 0
13729.5287, 0, 0.322806873, 0, 0
14297.7246, 0, 0.323462052, 0, 0
17169.5657, 0, 0.326435932, 0, 0
47751.1859, 0, 0.343565225, 0, 0
48069.5471, 0, 0.343679393, 0, 0
55065.2991, 0, 0.346022143, 0, 0
242797.199, 0, 0.372668062, 0, 0
325439.113, 0, 0.37816687, 0, 0
452739.19, 0, 0.384461093, 0, 0
537315.594, 0, 0.387767551, 0, 0
552276.152, 0, 0.388300371, 0, 0
991201.753, 0, 0.399823295, 0, 0
