patch, X.Koord, Y.Koord, Area
0, 0.593343552, 0.594909969, 3800000
1, 0.54200092, 0.876073222, 4100000
2, 0.744777077, 0.0798036794, 2200000
3, 0.918647027, 0.975391402, 600000
4, 0.113771644, 0.216365536, 8100000
5, 0.622682991, 0.172573601, 3600000
6, 0.362928071, 0.735111319, 5600000
7, 0.580966794, 0.442247904, 4000000
8, 0.11554296, 0.666705571, 7900000
9, 0.840607262, 0.666787319, 700000
10, 0.404814342, 0.859088518, 4900000
11, 0.528002978, 0.598991924, 4200000
12, 0.241982722, 0.414115814, 6400000
13, 0.338372961, 0.448898236, 5700000
14, 0.805093758, 0.666942555, 1200000
15, 0.50555863, 0.498215109, 4200000
16, 0.26299169, 0.226639993, 6000000
17, 0.960240148, 0.729774974, 400000
18, 0.0411681985, 0.141913382, 8700000
19, 0.999573698, 0.371805568, 100000
20, 0.0437875665, 0.275919907, 8600000
21, 0.742700751, 0.793612019, 2200000
22, 0.36691072, 0.807818912, 5400000
23, 0.793264078, 0.122631621, 1900000
24, 0.158201634, 0.650720114, 7500000
25, 0.237623605, 0.121776608, 6600000
26, 0.214332809, 0.173044637, 6600000
27, 0.468815184, 0.0364683585, 4800000
28, 0.289551493, 0.344497436, 5800000
29, 0.272264568, 0.197130851, 5800000
30, 0.0502424862, 0.766215096, 8500000
31, 0.833368864, 0.605703616, 1100000
32, 0.650759668, 0.454700481, 3000000
33, 0.790412275, 0.00339263561, 2000000
34, 0.25849654, 0.73319314, 6300000
35, 0.923104428, 0.305861171, 500000
36, 0.027771645, 0.201749022, 8800000
37, 0.661075959, 0.364133864, 2900000
38, 0.0186280862, 0.984580901, 9500000
39, 0.42817316, 0.791690754, 4900000
40, 0.703469869, 0.600295625, 2800000
41, 0.63078161, 0.861139989, 3300000
42, 0.0217289152, 0.619961431, 8900000
43, 0.38625999, 0.838563308, 5300000
44, 0.938662049, 0.308521908, 500000
45, 0.12519501, 0.987265354, 7900000
46, 0.970888648, 0.578963281, 400000
47, 0.840411152, 0.0941773935, 700000
48, 0.634409305, 0.958597165, 3000000
49, 0.65587815, 0.32053593, 3000000
