patch, X.Koord, Y.Koord, Area
0, 0.581150037, 0.273507521, 400000
1, 0.485518295, 0.0331296724, 1500000
2, 0.516604267, 0.632658803, 1200000
3, 0.047175219, 0.0995709958, 9100000
4, 0.583932759, 0.0568504415, 300000
5, 0.286409209, 0.402497562, 3100000
6, 0.231580319, 0.0020695787, 5300000
7, 0.148851804, 0.287247691, 7100000
8, 0.0213172846, 0.511989722, 9200000
9, 0.170193923, 0.0792380563, 6100000
10, 0.504228916, 0.0536879775, 1400000
11, 0.193525228, 0.274970701, 5700000
12, 0.108551031, 0.630143999, 7500000
13, 0.351632224, 0.239829703, 2900000
14, 0.769134344, 0.261017475, 100000
15, 0.00578438715, 0.0515524348, 9900000
16, 0.0713668116, 0.480078421, 8600000
17, 0.278941561, 0.139979879, 3800000
18, 0.537247938, 0.0806662405, 400000
19, 0.26084443, 0.493181965, 4500000
20, 0.018338621, 0.270457001, 9200000
21, 0.228427053, 0.285168591, 5600000
22, 0.0160684984, 0.211620934, 9600000
23, 0.104857384, 0.685340012, 7700000
24, 0.253839937, 0.566408341, 4600000
25, 0.304795196, 0.533763013, 3000000
26, 0.51436977, 0.104182971, 1400000
27, 0.527464211, 0.25507508, 900000
28, 0.525732978, 0.507223337, 900000
29, 0.283130988, 0.255648528, 3600000
30, 0.252084769, 0.161973354, 4900000
31, 0.0918887828, 0.504456608, 7700000
32, 0.156012872, 0.000259378557, 6900000
33, 0.358950722, 0.0440844176, 2700000
34, 0.469747351, 0.0137650232, 1600000
35, 0.136377037, 0.126655293, 7300000
36, 0.0444769262, 0.0674126558, 9100000
37, 0.0505262422, 0.355157094, 8800000
38, 0.600229946, 0.0195292869, 200000
39, 0.0160868041, 0.102307275, 9500000
40, 0.419845838, 0.100399674, 1700000
41, 0.235391908, 0.393804049, 4900000
42, 0.0169615302, 0.179478393, 9500000
43, 0.0728804159, 0.407682322, 8100000
44, 0.120830563, 0.208253291, 7300000
45, 0.3720822, 0.504334173, 1900000
46, 0.230133596, 0.525804163, 5400000
47, 0.363766124, 0.1629615, 2300000
48, 0.167059266, 0.204689562, 6800000
49, 0.0154545839, 0.0944054229, 9600000
