body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.23552047, 1, 0.24041558, 0.191777412, 0.154088093
3.92975471, 1, 0.306182327, 0.171457579, 0.113145815
7.50979701, 1, 0.322089281, 0.154254437, 0.141366738
10.1909518, 1, 0.00471521299, 0.114217005, 0.177872881
34.401453, 1, 0.208658861, 0.137334076, 0.158390137
68.7983814, 1, 0.244777335, 0.167413362, 0.118263144
146.307281, 1, 0.363459554, 0.144183318, 0.182608225
152.162114, 1, 0.132752902, 0.1434014, 0.110540183
274.070876, 1, 0.127694436, 0.161776698, 0.128357668
429.38297, 1, 0.223859347, 0.151313824, 0.106556327
470.380805, 1, 0.0361837401, 0.165039719, 0.105644419
103.703418, 0, 0.252842249, 0, 0
126.091826, 0, 0.255325586, 0, 0
225.610475, 0, 0.262862089, 0, 0
399.495111, 0, 0.270480253, 0, 0
474.72635, 0, 0.27282374, 0, 0
619.799831, 0, 0.27648563, 0, 0
792.841905, 0, 0.279910585, 0, 0
1133.47355, 0, 0.284957808, 0, 0
1154.15599, 0, 0.285215561, 0, 0
5916.43073, 0, 0.309501658, 0, 0
9513.92478, 0, 0.316940674, 0, 0
9863.43201, 0, 0.317512914, 0, 0
21542.0469, 0, 0.330159912, 0, 0
34244.6654, 0, 0.337901125, 0, 0
54359.2814, 0, 0.345798955, 0, 0
55136.508, 0, 0.346044503, 0, 0
68680.2774, 0, 0.349865882, 0, 0
98904.3813, 0, 0.356304057, 0, 0
110185.094, 0, 0.358233448, 0, 0
184674.675, 0, 0.36760411, 0, 0
212640.237, 0, 0.370204986, 0, 0
650988.588, 0, 0.391506214, 0, 0
