body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.06718154, 1, 0.20463163, 0.147013786, 0.103190367
3.4747234, 1, 0.382229658, 0.162443253, 0.106508454
4.50502308, 1, 0.267276178, 0.168977814, 0.1629829
9.08184514, 1, 4.81521711e-06, 0.128876603, 0.187381345
11.8850593, 1, 0.0473424086, 0.105283656, 0.100871573
41.2253526, 1, 0.0987914823, 0.178767021, 0.174657723
69.72079, 1, 0.0446105475, 0.152584386, 0.181284118
147.436797, 1, 0.28489307, 0.119683161, 0.107571745
566.652946, 1, 0.334659412, 0.159520394, 0.165645534
656.628387, 1, 0.129832822, 0.154308349, 0.15092622
703.529875, 1, 0.108782214, 0.145149123, 0.147988339
138.084867, 0, 0.256488144, 0, 0
171.415443, 0, 0.259276102, 0, 0
520.731575, 0, 0.27408842, 0, 0
1059.54592, 0, 0.283998457, 0, 0
1562.42031, 0, 0.289567546, 0, 0
2298.20493, 0, 0.295208888, 0, 0
2456.54573, 0, 0.296193984, 0, 0
3100.38843, 0, 0.299661395, 0, 0
3565.92267, 0, 0.301764806, 0, 0
6096.27805, 0, 0.309965408, 0, 0
6513.23833, 0, 0.310992446, 0, 0
7697.84438, 0, 0.313601728, 0, 0
9727.95011, 0, 0.317293414, 0, 0
13252.6191, 0, 0.322236756, 0, 0
26876.5414, 0, 0.333832535, 0, 0
27300.4529, 0, 0.334093852, 0, 0
36851.3488, 0, 0.339142846, 0, 0
44427.1693, 0, 0.342328001, 0, 0
52407.3033, 0, 0.34516725, 0, 0
75879.0847, 0, 0.351613949, 0, 0
77281.0333, 0, 0.351935954, 0, 0
101542.081, 0, 0.356773258, 0, 0
108227.101, 0, 0.357912439, 0, 0
126504.518, 0, 0.360715906, 0, 0
149997.975, 0, 0.363801312, 0, 0
198204.773, 0, 0.368905981, 0, 0
268067.26, 0, 0.374517556, 0, 0
273990.843, 0, 0.374927066, 0, 0
373190.636, 0, 0.380764568, 0, 0
418977.974, 0, 0.382974229, 0, 0
729452.145, 0, 0.393740267, 0, 0
776970.347, 0, 0.394984646, 0, 0
939694.327, 0, 0.39875792, 0, 0
