body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.52593936, 1, 0.197610012, 0.139483195, 0.116076688
2.05221662, 1, 0.171526461, 0.162776809, 0.151369648
2.82537806, 1, 0.0231500756, 0.103598854, 0.155598078
7.4177732, 1, 0.183504142, 0.129990785, 0.123925525
9.35400237, 1, 0.115880018, 0.104765322, 0.186713841
94.9645835, 1, 0.10720007, 0.137221108, 0.119956935
172.643763, 1, 0.093980155, 0.12624152, 0.145726635
254.873178, 1, 0.248974907, 0.19905262, 0.194916977
399.249308, 1, 0.385372168, 0.139514535, 0.185216187
536.844304, 1, 0.152469313, 0.130753926, 0.109684205
566.954105, 1, 0.24626955, 0.122110114, 0.117880712
148.409534, 0, 0.257414544, 0, 0
158.576212, 0, 0.258268769, 0, 0
218.590772, 0, 0.262446982, 0, 0
223.959158, 0, 0.262765554, 0, 0
536.739235, 0, 0.274503672, 0, 0
660.292239, 0, 0.277361898, 0, 0
827.549236, 0, 0.280510862, 0, 0
991.225265, 0, 0.283053552, 0, 0
1787.75392, 0, 0.291524714, 0, 0
3769.1956, 0, 0.30260244, 0, 0
5074.56895, 0, 0.307135452, 0, 0
5800.54512, 0, 0.30919569, 0, 0
6607.17317, 0, 0.311215183, 0, 0
10758.1447, 0, 0.318894376, 0, 0
54559.3522, 0, 0.34586248, 0, 0
75035.3704, 0, 0.351417426, 0, 0
107721.767, 0, 0.357828695, 0, 0
133870.681, 0, 0.36173811, 0, 0
447599.082, 0, 0.384241661, 0, 0
467045.92, 0, 0.385059613, 0, 0
560982.655, 0, 0.388604176, 0, 0
909379.787, 0, 0.398104655, 0, 0
