patch, X.Koord, Y.Koord, Area
0, 0.116012749, 0.48850397, 9700000
1, 0.926328404, 0.63526934, 1300000
2, 0.506932101, 0.973896333, 8200000
3, 0.293840037, 0.551550512, 4400000
4, 0.442819656, 0.592559137, 7700000
5, 0.977326146, 0.446787175, 800000
6, 0.523353389, 0.94556046, 6200000
7, 0.32531679, 0.942401588, 4100000
8, 0.468984528, 0.657783262, 7200000
9, 0.701844364, 0.331106683, 600000
10, 0.946441586, 0.664240157, 3100000
11, 0.59929205, 0.450843404, 4900000
12, 0.312153799, 0.894090903, 7700000
13, 0.739736991, 0.551435699, 2200000
14, 0.261329312, 0.518932363, 200000
15, 0.668292899, 0.873692335, 8800000
16, 0.0378735415, 0.719678331, 200000
17, 0.189629274, 0.163759487, 3800000
18, 0.460067529, 0.969130077, 4100000
19, 0.388748191, 0.508440181, 5500000
20, 0.969846276, 0.593797171, 1900000
21, 0.215980401, 0.0672216385, 2400000
22, 0.382298538, 0.249844703, 1500000
23, 0.134051055, 0.135924902, 2400000
24, 0.984547894, 0.541793833, 4500000
25, 0.824723304, 0.264791576, 9900000
26, 0.744929146, 0.353021765, 700000
27, 0.583195554, 0.105480415, 3600000
28, 0.558708033, 0.921405419, 4300000
29, 0.61306162, 0.13204898, 9800000
30, 0.000408160733, 0.449015161, 8800000
31, 0.749265315, 0.63038936, 3000000
32, 0.369668412, 0.0575847467, 5600000
33, 0.284625479, 0.0643558141, 6200000
34, 0.35867631, 0.873193745, 9300000
35, 0.208754318, 0.0185206297, 8200000
36, 0.252522927, 0.594541912, 4300000
37, 0.160813423, 0.800856103, 8700000
38, 0.396601974, 0.680394013, 7100000
39, 0.742298754, 0.869177819, 2700000
40, 0.198088733, 0.0566232027, 5400000
41, 0.59729999, 0.96366937, 2900000
42, 0.353871548, 0.542675962, 4800000
43, 0.961929088, 0.909539558, 3300000
44, 0.349507706, 0.92645864, 8800000
45, 0.346944358, 0.773258083, 5300000
46, 0.69517698, 0.969668914, 3400000
47, 0.879380822, 0.455021694, 6800000
48, 0.524578413, 0.1395929, 300000
49, 0.319609554, 0.227689772, 4100000
