patch, X.Koord, Y.Koord, Area
0, 0.0867991308, 0.208441891, 8800000
1, 0.0580566242, 0.0231750852, 1400000
2, 0.595600259, 0.138001427, 5700000
3, 0.0973679021, 0.220731156, 2500000
4, 0.25381136, 0.0293311321, 1400000
5, 0.237600737, 0.0872349494, 5800000
6, 0.157034411, 0.644010338, 3200000
7, 0.239187865, 0.248192408, 1400000
8, 0.241361746, 0.22001725, 9000000
9, 0.0513210648, 0.0810493969, 5000000
10, 0.0896563829, 0.187454025, 1400000
11, 0.153227179, 0.200724115, 4000000
12, 0.14280286, 0.205873761, 900000
13, 0.235326231, 0.417326438, 7000000
14, 0.779970856, 0.358654606, 7700000
15, 0.837274824, 0.361202648, 3800000
16, 0.177701135, 0.0586659407, 7400000
17, 0.409097393, 0.08773718, 3900000
18, 0.172647402, 0.136113253, 9600000
19, 0.764600055, 0.213275101, 4700000
20, 0.438996227, 0.178196479, 7000000
21, 0.18508966, 0.229129592, 400000
22, 0.0164888026, 0.0592080898, 200000
23, 0.0460751205, 0.188341257, 5000000
24, 0.0803885818, 0.279974886, 2200000
25, 0.157032069, 0.28395168, 1700000
26, 0.261760651, 0.117074732, 6700000
27, 0.052182168, 0.00712688065, 100000
28, 0.0868657524, 0.339686943, 4200000
29, 0.359934538, 0.0893912253, 7100000
30, 0.223430783, 0.307816408, 9700000
31, 0.800973149, 0.0259350051, 9500000
32, 0.38817912, 0.0344652117, 9500000
33, 0.353290191, 0.494470265, 5600000
34, 0.688629258, 0.34684154, 6400000
35, 0.0417663344, 0.285295698, 5100000
36, 0.170683916, 0.388241207, 3800000
37, 0.0754570863, 0.551877785, 200000
38, 0.160923347, 0.415196064, 8800000
39, 0.280557371, 0.117090404, 9600000
40, 0.155535282, 0.207254049, 3500000
41, 0.415415443, 0.724536884, 6300000
42, 0.0196204995, 0.234621514, 3700000
43, 0.0704004387, 0.614467285, 1500000
44, 0.0582933506, 0.703480866, 3200000
45, 0.156662992, 0.394712149, 5000000
46, 0.127594944, 0.0848168168, 1400000
47, 0.641332207, 0.232115836, 8300000
48, 0.23598911, 0.0796181522, 7100000
49, 0.338986035, 0.277460386, 5500000
