body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
3.05385533, 1, 0.128563095, 0.186431995, 0.18300694
3.15370523, 1, 0.0292383077, 0.170880001, 0.156239357
8.39675888, 1, 0.326194763, 0.140488249, 0.183088831
15.3556612, 1, 0.178865101, 0.121852945, 0.199692929
19.4404577, 1, 0.190360181, 0.142603002, 0.133257881
34.0415402, 1, 0.336447227, 0.161405726, 0.109100813
40.3557037, 1, 0.0147366365, 0.195320195, 0.177383156
46.9448917, 1, 0.0582158682, 0.164849477, 0.114938372
84.7888417, 1, 0.210482907, 0.190792482, 0.172535506
695.549073, 1, 0.306108613, 0.10992484, 0.195514644
127.472172, 0, 0.255464619, 0, 0
869.42758, 0, 0.281204109, 0, 0
1499.3501, 0, 0.288971588, 0, 0
8270.86245, 0, 0.314729558, 0, 0
48328.5936, 0, 0.343771761, 0, 0
160507.572, 0, 0.365035219, 0, 0
274006.553, 0, 0.374928141, 0, 0
302061.973, 0, 0.376760005, 0, 0
486294.54, 0, 0.385837967, 0, 0
608473.054, 0, 0.390186338, 0, 0
