patch, X.Koord, Y.Koord, Area
0, 0.686425844, 0.59920455, 8400000
1, 0.175121617, 0.840142764, 3700000
2, 0.92826708, 0.981224895, 7700000
3, 0.903472453, 0.0672449404, 8300000
4, 0.380929435, 0.908791764, 8300000
5, 0.941812736, 0.740750306, 4800000
6, 0.58134138, 0.500215374, 7200000
7, 0.145787431, 0.896379451, 600000
8, 0.0220574248, 0.930494661, 8500000
9, 0.618936482, 0.76654636, 5600000
10, 0.943931021, 0.805765985, 9700000
11, 0.621568188, 0.731767964, 8700000
12, 0.514436738, 0.759394696, 8800000
13, 0.543714882, 0.386259458, 400000
14, 0.846934218, 0.737648212, 10000000
15, 0.516039904, 0.0730603761, 9200000
16, 0.372162535, 0.501083875, 3100000
17, 0.720344136, 0.986723574, 500000
18, 0.742412665, 0.994837075, 7800000
19, 0.83107563, 0.292275039, 2100000
20, 0.0446493318, 0.83621245, 8200000
21, 0.440643603, 0.717424336, 2200000
22, 0.552239106, 0.729713992, 5100000
23, 0.457070817, 0.771565025, 2500000
24, 0.945256352, 0.313339851, 5100000
25, 0.930906706, 0.99553121, 900000
26, 0.76326569, 0.125605112, 400000
27, 0.681929382, 0.423139906, 2200000
28, 0.188559179, 0.269147245, 2800000
29, 0.151630401, 0.964001859, 1200000
30, 0.66166687, 0.43767442, 8100000
31, 0.54864364, 0.0300039474, 2700000
32, 0.305161724, 0.076498681, 300000
33, 0.398226371, 0.387985884, 3100000
34, 0.421832802, 0.220333651, 1200000
35, 0.675115363, 0.379639354, 4300000
36, 0.298997351, 0.797446702, 5400000
37, 0.103349799, 0.375769884, 1800000
38, 0.187919058, 0.681786255, 8200000
39, 0.41490311, 0.958695007, 7200000
40, 0.968689234, 0.188226446, 2800000
41, 0.707856386, 0.346420062, 1700000
42, 0.121580504, 0.991542235, 6000000
43, 0.789255692, 0.262553673, 1200000
44, 0.718253789, 0.822572354, 7100000
45, 0.842144206, 0.0778441196, 3700000
46, 0.915552151, 0.395787871, 3800000
47, 0.926853986, 0.870911326, 2600000
48, 0.285117727, 0.211756674, 9300000
49, 0.661467914, 0.653490241, 9900000
