body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.74300756, 1, 0.0159717053, 0.129301825, 0.10577335
2.64087416, 1, 0.200901135, 0.198792976, 0.195012927
17.417813, 1, 0.00773067037, 0.154719105, 0.123750663
32.173978, 1, 0.355716809, 0.195938589, 0.173535747
33.7924007, 1, 0.0776068754, 0.135628708, 0.136459219
55.5010574, 1, 0.246653371, 0.151722779, 0.104315641
80.7292331, 1, 0.00463421727, 0.19880134, 0.12053714
329.285484, 1, 0.204554666, 0.120425203, 0.17696578
699.96996, 1, 0.178749075, 0.197605287, 0.142832423
110.236681, 0, 0.253615795, 0, 0
148.698848, 0, 0.257439612, 0, 0
311.582792, 0, 0.267139842, 0, 0
335.861547, 0, 0.268143952, 0, 0
480.244497, 0, 0.272981434, 0, 0
540.786412, 0, 0.274606795, 0, 0
569.765924, 0, 0.275324472, 0, 0
762.674873, 0, 0.279368196, 0, 0
1401.14161, 0, 0.287994433, 0, 0
1962.14322, 0, 0.292884593, 0, 0
2116.11762, 0, 0.293992994, 0, 0
2236.59637, 0, 0.294808073, 0, 0
3293.51498, 0, 0.300568161, 0, 0
3917.56148, 0, 0.303187144, 0, 0
4105.85174, 0, 0.303899618, 0, 0
5837.12952, 0, 0.309292905, 0, 0
10030.4247, 0, 0.317779559, 0, 0
10193.9427, 0, 0.318036599, 0, 0
13042.5967, 0, 0.32197948, 0, 0
13230.929, 0, 0.322210366, 0, 0
18530.3319, 0, 0.327683181, 0, 0
33614.7127, 0, 0.337587581, 0, 0
35014.6786, 0, 0.338277022, 0, 0
46025.4736, 0, 0.342933494, 0, 0
58830.8473, 0, 0.347168447, 0, 0
65694.3185, 0, 0.349089175, 0, 0
82044.3279, 0, 0.352990014, 0, 0
92107.0004, 0, 0.355037824, 0, 0
98562.5882, 0, 0.35624239, 0, 0
282996.824, 0, 0.375533832, 0, 0
314605.451, 0, 0.377527249, 0, 0
379247.182, 0, 0.381071184, 0, 0
450115.881, 0, 0.384349401, 0, 0
529777.117, 0, 0.387493705, 0, 0
793075.97, 0, 0.395390045, 0, 0
932903.913, 0, 0.398613348, 0, 0
