body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
2.23981313, 1, 0.0620579522, 0.102514927, 0.175897959
2.97671278, 1, 0.285090374, 0.192127873, 0.181827535
8.8940983, 1, 0.309932245, 0.141091228, 0.13446245
215.928316, 1, 0.239817358, 0.118970271, 0.13187988
813.229222, 1, 0.193242495, 0.120400938, 0.111166123
924.139072, 1, 0.0222694709, 0.186400424, 0.108395315
120.763153, 0, 0.254774943, 0, 0
457.452986, 0, 0.272318606, 0, 0
22421.4348, 0, 0.33082107, 0, 0
33832.6535, 0, 0.337696683, 0, 0
48982.5024, 0, 0.344002849, 0, 0
88581.8723, 0, 0.354345755, 0, 0
