body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
2.14999847, 1, 0.398974932, 0.144021176, 0.13253205
3.1224255, 1, 0.233508546, 0.176018652, 0.174089927
12.144447, 1, 0.10754076, 0.144227384, 0.100202143
74.6397687, 1, 0.150007748, 0.113052339, 0.111212071
294.356674, 1, 0.350906089, 0.118204234, 0.198858678
129.842216, 0, 0.255700035, 0, 0
466.300021, 0, 0.272579546, 0, 0
4468.59913, 0, 0.305188779, 0, 0
5636.02912, 0, 0.308751199, 0, 0
10127.6783, 0, 0.317932911, 0, 0
23016.0721, 0, 0.331254321, 0, 0
81891.3063, 0, 0.352957067, 0, 0
217513.403, 0, 0.370624643, 0, 0
391979.157, 0, 0.381700861, 0, 0
740411.444, 0, 0.394033955, 0, 0
