patch, X.Koord, Y.Koord, Area
0, 0.811851878, 0.589110464, 1200000
1, 0.752388534, 0.52103326, 3800000
2, 0.792252437, 0.65632019, 7700000
3, 0.811664471, 0.626137568, 1200000
4, 0.752030441, 0.628282141, 3500000
5, 0.819567882, 0.617891637, 1800000
6, 0.76539036, 0.581960865, 7600000
7, 0.686104212, 0.590429828, 2200000
8, 0.830661193, 0.780553311, 8000000
9, 0.723468719, 0.589355371, 3000000
10, 0.304036904, 0.857782031, 3100000
11, 0.234649887, 0.843053819, 100000
12, 0.21647013, 0.809745166, 3700000
13, 0.265371136, 0.860429267, 1500000
14, 0.213098157, 0.923876642, 6600000
15, 0.313093151, 0.754455528, 2100000
16, 0.0926728608, 0.807595913, 5200000
17, 0.207861028, 0.915068408, 7800000
18, 0.215641228, 0.780602557, 8800000
19, 0.163698511, 0.74327353, 9300000
20, 0.404096288, 0.960383758, 5200000
21, 0.410730644, 0.98271704, 3200000
22, 0.431168574, 0.975882446, 3200000
23, 0.39794998, 0.950404422, 2300000
24, 0.568931387, 0.900877646, 5400000
25, 0.506066915, 0.992820782, 8100000
26, 0.488793351, 0.83115888, 2300000
27, 0.472795867, 0.818570761, 5400000
28, 0.572079947, 0.876163908, 9700000
29, 0.344350424, 0.812054826, 9600000
30, 0.647219833, 0.116713709, 6800000
31, 0.522022512, 0.148170497, 3500000
32, 0.596153511, 0.179454267, 1600000
33, 0.471350885, 0.0695739246, 5400000
34, 0.64755335, 0.275861283, 2200000
35, 0.513991337, 0.153010806, 5400000
36, 0.547671303, 0.314085607, 2500000
37, 0.588471396, 0.0361532479, 100000
38, 0.470813438, 0.229365795, 3700000
39, 0.500207428, 0.123130562, 6900000
40, 0.826397013, 0.631232718, 3100000
41, 0.940791384, 0.47007908, 5400000
42, 0.725995693, 0.466483451, 9400000
43, 0.795878289, 0.530719559, 9800000
44, 0.857712524, 0.583865387, 9200000
45, 0.869803722, 0.585152759, 6800000
46, 0.800013185, 0.536039665, 8800000
47, 0.788164426, 0.664088725, 2300000
48, 0.761047024, 0.596104533, 10000000
49, 0.849320301, 0.539389046, 4800000
