body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.56756776, 1, 0.350431181, 0.147957394, 0.182246634
7.30808034, 1, 0.171440726, 0.139094035, 0.162618304
7.6600816, 1, 0.188242485, 0.166716199, 0.111047771
15.3046338, 1, 0.331500593, 0.175612729, 0.100052881
54.5226482, 1, 0.120971158, 0.183368127, 0.194216624
110.833817, 1, 0.287140736, 0.117218412, 0.114150076
181.087656, 1, 0.306928964, 0.121215342, 0.142159652
342.990004, 1, 0.0476906776, 0.187471452, 0.134648944
861.55053, 1, 0.00413750606, 0.143272959, 0.186978508
100.076561, 0, 0.252392596, 0, 0
102.296203, 0, 0.252669585, 0, 0
250.772827, 0, 0.264255488, 0, 0
466.18343, 0, 0.272576137, 0, 0
544.478324, 0, 0.274700229, 0, 0
549.482599, 0, 0.274825919, 0, 0
756.154406, 0, 0.279248286, 0, 0
765.916545, 0, 0.279427448, 0, 0
1347.66946, 0, 0.287434676, 0, 0
1590.88484, 0, 0.28982906, 0, 0
3713.38403, 0, 0.302376812, 0, 0
4443.45087, 0, 0.305102672, 0, 0
4747.71791, 0, 0.306114736, 0, 0
5094.02968, 0, 0.307194238, 0, 0
5856.72378, 0, 0.309344735, 0, 0
19753.0215, 0, 0.328731762, 0, 0
22820.6212, 0, 0.331113101, 0, 0
29662.611, 0, 0.335482955, 0, 0
55576.1352, 0, 0.346181941, 0, 0
104301.711, 0, 0.357251913, 0, 0
115302.583, 0, 0.35904753, 0, 0
133880.715, 0, 0.361739465, 0, 0
215454.908, 0, 0.370448475, 0, 0
343659.777, 0, 0.379198339, 0, 0
346569.36, 0, 0.379358221, 0, 0
801344.685, 0, 0.395595151, 0, 0
971543.437, 0, 0.399423031, 0, 0
