patch, X.Koord, Y.Koord, Area
0, 0.415008736, 0.0154501799, 4400000
1, 0.578181087, 0.588525298, 4500000
2, 0.0713383905, 0.162571546, 7200000
3, 0.347437714, 0.0816383672, 3900000
4, 0.13133179, 0.322500865, 2300000
5, 0.478734454, 0.63958036, 400000
6, 0.423238388, 0.111370447, 200000
7, 0.394956751, 0.0796428714, 8200000
8, 0.365707258, 0.0553679685, 6500000
9, 0.300116805, 0.256431016, 4000000
10, 0.524140024, 0.334686687, 4500000
11, 0.275885297, 0.436984575, 8700000
12, 0.332895153, 0.201774145, 6200000
13, 0.178162365, 0.0616949401, 6400000
14, 0.141694057, 0.529740944, 2600000
15, 0.295616555, 0.0469507386, 6100000
16, 0.306999239, 0.185269035, 8200000
17, 0.0955591131, 0.00907506424, 2200000
18, 0.288823121, 0.523628625, 9900000
19, 0.140191213, 0.00721602873, 7000000
20, 0.533758149, 0.45676078, 1800000
21, 0.34912016, 0.38102183, 2700000
22, 0.122456502, 0.0204369335, 1500000
23, 0.12520694, 0.228997372, 9800000
24, 0.170660153, 0.280490764, 4400000
25, 0.0610784872, 0.196634556, 8600000
26, 0.484420621, 0.113371893, 7900000
27, 0.0722816415, 0.0688014599, 6100000
28, 0.20157168, 0.191198455, 7800000
29, 0.455138744, 0.287348337, 9500000
30, 0.299392829, 0.589202956, 1700000
31, 0.228603357, 0.526454252, 2000000
32, 0.0517475115, 0.386573772, 1800000
33, 0.314199585, 0.34775446, 100000
34, 0.0359193812, 0.211789918, 5500000
35, 0.076482476, 0.127932666, 7000000
36, 0.376663621, 0.431499182, 9600000
37, 0.516316238, 0.109971911, 9500000
38, 0.00502544869, 0.121979197, 9700000
39, 0.144517954, 0.399038267, 9100000
40, 0.303842557, 0.178517169, 6000000
41, 0.27697419, 0.0106852063, 3700000
42, 0.0835928313, 0.113810808, 6000000
43, 0.0527200089, 0.242048942, 9800000
44, 0.522836821, 0.0403150316, 8700000
45, 0.206774154, 0.282731417, 100000
46, 0.0213441046, 0.159974088, 9100000
47, 0.365033316, 0.0772122885, 500000
48, 0.265770017, 0.191344284, 5800000
49, 0.139589264, 0.804334126, 100000
