body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.70380922, 1, 0.180746475, 0.1666186, 0.129543189
8.46784209, 1, 0.240848145, 0.107275793, 0.151237599
25.9498704, 1, 0.163254214, 0.105308085, 0.108870242
34.0963916, 1, 0.287621825, 0.196969146, 0.164171673
37.3904896, 1, 0.00889090635, 0.166619552, 0.113242055
83.4555025, 1, 0.166087695, 0.185967542, 0.176648581
86.0173786, 1, 0.159897385, 0.157713462, 0.107674224
187.985743, 1, 0.158616652, 0.112150471, 0.133104382
446.275307, 1, 0.211385072, 0.175090585, 0.167985159
744.062266, 1, 0.330055586, 0.140891999, 0.150921308
748.646857, 1, 0.00532721896, 0.159310047, 0.165514614
137.340637, 0, 0.256418848, 0, 0
396.075052, 0, 0.270364002, 0, 0
405.21234, 0, 0.270672494, 0, 0
836.958253, 0, 0.280669474, 0, 0
1339.06923, 0, 0.287342683, 0, 0
1442.83729, 0, 0.288417003, 0, 0
1759.18819, 0, 0.291290021, 0, 0
4830.74573, 0, 0.306380203, 0, 0
5594.23225, 0, 0.308636309, 0, 0
6672.29135, 0, 0.311367831, 0, 0
6792.27111, 0, 0.311645415, 0, 0
10220.5224, 0, 0.31807801, 0, 0
11401.919, 0, 0.319822408, 0, 0
12684.5732, 0, 0.321531691, 0, 0
17227.1369, 0, 0.326490573, 0, 0
17257.1168, 0, 0.326518959, 0, 0
26462.8927, 0, 0.333573742, 0, 0
27152.5866, 0, 0.334003142, 0, 0
28986.7806, 0, 0.335096576, 0, 0
29298.4211, 0, 0.335275796, 0, 0
33658.4295, 0, 0.337609519, 0, 0
36235.6166, 0, 0.338857244, 0, 0
47692.3918, 0, 0.343544062, 0, 0
75758.7565, 0, 0.351586048, 0, 0
75808.8869, 0, 0.351597677, 0, 0
95749.2362, 0, 0.355726941, 0, 0
158666.029, 0, 0.364824662, 0, 0
197141.377, 0, 0.368806767, 0, 0
205771.405, 0, 0.369597685, 0, 0
250441.263, 0, 0.373246106, 0, 0
386459.122, 0, 0.381430282, 0, 0
399114.356, 0, 0.382045298, 0, 0
411473.014, 0, 0.382628274, 0, 0
