body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.04934128, 1, 0.0876011546, 0.118216586, 0.175480008
1.18955235, 1, 0.0246780575, 0.177517493, 0.194839316
1.47947419, 1, 0.307319698, 0.19810417, 0.136614631
2.46561254, 1, 0.391611656, 0.105995664, 0.1414541
2.66104629, 1, 0.0843554283, 0.139283102, 0.175017258
4.03574388, 1, 0.140580853, 0.193157899, 0.157699658
4.37825814, 1, 0.169064254, 0.194846673, 0.144249606
6.90255718, 1, 0.156027127, 0.162576768, 0.155626914
7.89341055, 1, 0.348567747, 0.106150844, 0.102566925
29.1216825, 1, 0.259373435, 0.128978178, 0.135317889
184.203898, 1, 0.0816867122, 0.147101453, 0.148652567
126.671802, 0, 0.255384179, 0, 0
137.685587, 0, 0.256451011, 0, 0
154.399173, 0, 0.257924288, 0, 0
165.1459, 0, 0.25879351, 0, 0
177.836333, 0, 0.259753266, 0, 0
187.815008, 0, 0.26046328, 0, 0
213.403312, 0, 0.262132005, 0, 0
394.654743, 0, 0.270315443, 0, 0
439.697175, 0, 0.271780113, 0, 0
455.58023, 0, 0.272262755, 0, 0
600.627978, 0, 0.2760516, 0, 0
803.591003, 0, 0.28009912, 0, 0
822.994138, 0, 0.280433459, 0, 0
1060.83344, 0, 0.284015702, 0, 0
1519.17215, 0, 0.289161415, 0, 0
2019.56, 0, 0.293307271, 0, 0
5045.25074, 0, 0.307046484, 0, 0
13538.3707, 0, 0.322580649, 0, 0
15020.1659, 0, 0.324260261, 0, 0
15622.9093, 0, 0.324898785, 0, 0
18337.4834, 0, 0.32751182, 0, 0
22922.7427, 0, 0.33118703, 0, 0
24614.4315, 0, 0.332368213, 0, 0
34948.0608, 0, 0.338244813, 0, 0
39931.6063, 0, 0.340506832, 0, 0
52429.2215, 0, 0.345174466, 0, 0
73033.5043, 0, 0.350942607, 0, 0
97137.2268, 0, 0.355983014, 0, 0
107786.761, 0, 0.357839487, 0, 0
146256.89, 0, 0.363342172, 0, 0
147143.045, 0, 0.363451929, 0, 0
172698.446, 0, 0.366373803, 0, 0
221712.388, 0, 0.370979139, 0, 0
222589.795, 0, 0.371052408, 0, 0
258232.753, 0, 0.3738183, 0, 0
270954.973, 0, 0.374718252, 0, 0
315399.897, 0, 0.377574859, 0, 0
392780.601, 0, 0.381739845, 0, 0
504284.731, 0, 0.386539413, 0, 0
536397.277, 0, 0.387734387, 0, 0
563128.061, 0, 0.388678349, 0, 0
682308.54, 0, 0.392427137, 0, 0
705570.611, 0, 0.393085492, 0, 0
741828.026, 0, 0.394071614, 0, 0
