patch, X.Koord, Y.Koord, Area
0, 0.267593542, 0.103590634, 4100000
1, 0.12246051, 0.132738182, 6200000
2, 0.697973037, 0.0612249567, 300000
3, 0.0588884214, 0.0390976579, 9300000
4, 0.100385282, 0.024204124, 7700000
5, 0.023044661, 0.0368964073, 9800000
6, 0.0259117021, 0.233748552, 9700000
7, 0.0691100679, 0.227560288, 8800000
8, 0.557263765, 0.587584778, 1300000
9, 0.267383393, 0.432656886, 4300000
10, 0.271064053, 0.279849422, 4100000
11, 0.251079357, 0.0303879192, 4400000
12, 0.104105994, 0.242254615, 7200000
13, 0.135119639, 0.234401276, 5500000
14, 0.430789044, 0.536644411, 2400000
15, 0.496525038, 0.0574185146, 1900000
16, 0.730011853, 0.215525118, 200000
17, 0.0805636969, 0.100007373, 8700000
18, 0.178958909, 0.123491439, 4900000
19, 0.137975901, 0.376256348, 5400000
20, 0.38646398, 0.363815827, 3100000
21, 0.397895804, 0.0655497139, 2900000
22, 0.304576206, 0.120032296, 3800000
23, 0.377553551, 0.0598692088, 3300000
24, 0.493492765, 0.149473348, 2200000
25, 0.116774099, 0.0704796933, 6800000
26, 0.424328471, 0.0323862807, 2400000
27, 0.54028756, 0.605099265, 1500000
28, 0.650880428, 0.273085361, 700000
29, 0.281744642, 0.801672653, 4100000
30, 0.218445377, 0.513059793, 4500000
31, 0.658024135, 0.187385692, 600000
32, 0.0898195098, 0.221213793, 8200000
33, 0.0148270645, 0.34514406, 9900000
34, 0.12499155, 0.570644298, 5600000
35, 0.196555234, 0.34302504, 4800000
36, 0.163721565, 0.0220666372, 5300000
37, 0.570742386, 0.553725389, 800000
38, 0.0676131555, 0.580911887, 8800000
39, 0.0980785518, 0.434831237, 8200000
40, 0.304737998, 0.11421408, 3600000
41, 0.0599073337, 0.0123983772, 8800000
42, 0.100461763, 0.405172568, 7700000
43, 0.388934942, 0.0634209007, 3000000
44, 0.419970993, 0.00389553144, 2700000
45, 0.323649587, 0.582124393, 3400000
46, 0.260282213, 0.31696758, 4300000
47, 0.105424441, 0.143825302, 7100000
48, 0.123760054, 0.0573065251, 6200000
49, 0.706856168, 0.704067832, 200000
