body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.90585171, 1, 0.273966243, 0.189241102, 0.116561285
2.70702885, 1, 0.279937445, 0.19580135, 0.196393053
5.76453927, 1, 0.337350105, 0.156133712, 0.196022672
9.6093016, 1, 0.311805833, 0.109054869, 0.118841465
301.760754, 1, 0.246449933, 0.199598891, 0.102430656
316.57618, 1, 0.00917323641, 0.147740172, 0.120455555
114.372866, 0, 0.254083312, 0, 0
1156.8485, 0, 0.285248793, 0, 0
1376.39642, 0, 0.287737965, 0, 0
9301.30713, 0, 0.316582709, 0, 0
25102.4894, 0, 0.332694661, 0, 0
84622.216, 0, 0.353536462, 0, 0
