patch, X.Koord, Y.Koord, Area
0, 0.419117791, 0.483522859, 5000000
1, 0.404615636, 0.722891212, 2700000
2, 0.382225803, 0.610317501, 7200000
3, 0.250707053, 0.513790865, 9900000
4, 0.349579447, 0.426625412, 5500000
5, 0.388601889, 0.497313113, 1200000
6, 0.353632822, 0.589872705, 2400000
7, 0.540720196, 0.607972054, 5300000
8, 0.481609081, 0.645151749, 1900000
9, 0.292818832, 0.515127247, 2200000
10, 0.946298079, 0.770521049, 7800000
11, 0.993310413, 0.826705833, 1500000
12, 0.992017832, 0.701184446, 6200000
13, 0.990544729, 0.936724634, 6100000
14, 0.944289479, 0.979170036, 5600000
15, 0.990084596, 0.952559832, 6200000
16, 0.92408364, 0.748986953, 3800000
17, 0.943464897, 0.887774828, 9500000
18, 0.991679454, 0.780112488, 7100000
19, 0.931462175, 0.769064767, 6500000
20, 0.43622432, 0.739154199, 8700000
21, 0.42729931, 0.748113271, 6000000
22, 0.445321152, 0.7360301, 4700000
23, 0.298561032, 0.719502463, 8500000
24, 0.43567691, 0.754454178, 1600000
25, 0.321565286, 0.636714035, 5500000
26, 0.352491513, 0.752097102, 600000
27, 0.458068301, 0.776981757, 3900000
28, 0.489302275, 0.77510791, 6900000
29, 0.440393219, 0.661760464, 5400000
30, 0.0930637893, 0.948681181, 7200000
31, 0.123246323, 0.980085743, 2600000
32, 0.215916943, 0.949852253, 6800000
33, 0.10723821, 0.906207596, 1400000
34, 0.183065261, 0.955996956, 900000
35, 0.0885389099, 0.980822642, 2500000
36, 0.141698378, 0.981419131, 3400000
37, 0.209356967, 0.936077197, 500000
38, 0.0535922191, 0.974435104, 4400000
39, 0.158797813, 0.890535664, 6800000
40, 0.0657028259, 0.555160503, 7700000
41, 0.0835100878, 0.509812015, 4200000
42, 0.245349388, 0.35023387, 9900000
43, 0.218491783, 0.444871817, 1200000
44, 0.269829272, 0.469730982, 6400000
45, 0.288212622, 0.480707714, 6100000
46, 0.350931697, 0.327571912, 5500000
47, 0.234300932, 0.527116161, 100000
48, 0.0481857875, 0.444805256, 1000000
49, 0.224522315, 0.484543627, 8100000
