patch, X.Koord, Y.Koord, Area
0, 0.149924589, 0.271631174, 900000
1, 0.0431729088, 0.0681128065, 3700000
2, 0.106313461, 0.211473524, 4900000
3, 0.120578214, 0.0237633512, 1900000
4, 0.165866558, 0.189048904, 8200000
5, 0.039261083, 0.655522057, 2100000
6, 0.401199407, 0.460775372, 7400000
7, 0.186528568, 0.150677156, 2500000
8, 0.21111645, 0.560808461, 1200000
9, 0.0927010891, 0.127172096, 7700000
10, 0.12341733, 0.00443457923, 8100000
11, 0.165422635, 0.324425104, 7400000
12, 0.371516909, 0.14262961, 6000000
13, 0.336595913, 0.0262514417, 5800000
14, 0.206711616, 0.085566657, 7700000
15, 0.0288168275, 0.119465298, 8800000
16, 0.472364666, 0.074813662, 2900000
17, 0.0748675162, 0.334397019, 6200000
18, 0.0734804192, 0.230883218, 900000
19, 0.656546067, 0.216906021, 8300000
20, 0.058724146, 0.257469008, 9200000
21, 0.116763946, 0.242825836, 3000000
22, 0.869258441, 0.352113885, 8400000
23, 0.0275393766, 0.53979608, 600000
24, 0.0676659662, 0.0272747711, 9800000
25, 0.157899189, 0.552171439, 6500000
26, 0.117371376, 0.00734866923, 10000000
27, 0.0897505211, 0.358663235, 4000000
28, 0.336304613, 0.238154742, 5300000
29, 0.174699554, 0.0657645489, 4500000
30, 0.440182059, 0.264613489, 2700000
31, 0.350347303, 0.0122817551, 5000000
32, 0.242326728, 0.341165359, 4200000
33, 0.283640285, 0.159823224, 3000000
34, 0.0723676649, 0.52317307, 4900000
35, 0.105364998, 0.130218449, 5200000
36, 0.015996103, 0.372839684, 2300000
37, 0.227839592, 0.169990655, 2800000
38, 0.463407085, 0.152257063, 200000
39, 0.0949684704, 0.128743281, 3600000
40, 0.19224328, 0.283869789, 1600000
41, 0.639275609, 0.325426666, 2600000
42, 0.210015468, 0.25054298, 8800000
43, 0.230675062, 0.476288311, 2100000
44, 0.307181833, 0.073233012, 6300000
45, 0.292956973, 0.26250614, 8800000
46, 0.264310259, 0.173764287, 1200000
47, 0.699748454, 0.0633018597, 3300000
48, 0.0312569821, 0.431218276, 8400000
49, 0.547955242, 0.368234652, 1000000
