body.mass, if.basal.spp, D_Max_i, Nutr.halfsat.dens1, Nurt.halfsat.dens2
1.18676348, 1, 0.105117216, 0.196231107, 0.137642024
1.23991598, 1, 0.238175316, 0.199395971, 0.102662437
3.39254282, 1, 0.08262051, 0.174929065, 0.149414912
7.23279191, 1, 0.126453354, 0.138726167, 0.18347151
9.34674861, 1, 0.10587286, 0.137599371, 0.136698733
38.7346425, 1, 0.138500171, 0.163876233, 0.151538212
46.4341691, 1, 0.0874690023, 0.115681569, 0.147237912
116.153729, 1, 0.097932725, 0.19692081, 0.138615208
509.966368, 1, 0.0292963546, 0.197513309, 0.174413701
622.291028, 1, 0.279180067, 0.10567024, 0.133524208
124.278306, 0, 0.255140709, 0, 0
173.878816, 0, 0.259461142, 0, 0
195.13517, 0, 0.260961698, 0, 0
228.461776, 0, 0.263027204, 0, 0
350.701227, 0, 0.268724248, 0, 0
451.442983, 0, 0.272138594, 0, 0
510.584273, 0, 0.273818863, 0, 0
606.855134, 0, 0.276194002, 0, 0
746.496206, 0, 0.279068856, 0, 0
842.880553, 0, 0.280768443, 0, 0
871.428116, 0, 0.281236426, 0, 0
872.412747, 0, 0.281252306, 0, 0
903.53601, 0, 0.281745679, 0, 0
992.210811, 0, 0.283067617, 0, 0
1463.89363, 0, 0.288626011, 0, 0
2435.83216, 0, 0.296068606, 0, 0
4234.09312, 0, 0.304367314, 0, 0
4337.60576, 0, 0.304735111, 0, 0
5766.2602, 0, 0.309104056, 0, 0
9848.37513, 0, 0.317488662, 0, 0
11822.3926, 0, 0.320402031, 0, 0
13024.9681, 0, 0.321957706, 0, 0
15015.6854, 0, 0.324255424, 0, 0
22017.9598, 0, 0.330520838, 0, 0
25135.253, 0, 0.332716359, 0, 0
32839.7098, 0, 0.337194092, 0, 0
37346.2833, 0, 0.33936915, 0, 0
44894.3438, 0, 0.342507095, 0, 0
61179.2009, 0, 0.347848537, 0, 0
66935.6679, 0, 0.349416067, 0, 0
87058.329, 0, 0.354038513, 0, 0
116793.974, 0, 0.359278321, 0, 0
288683.718, 0, 0.3759076, 0, 0
512358.731, 0, 0.386846524, 0, 0
543751.619, 0, 0.387998476, 0, 0
708649.122, 0, 0.39317107, 0, 0
789259.815, 0, 0.395294699, 0, 0
822707.929, 0, 0.3961159, 0, 0
926838.241, 0, 0.398483358, 0, 0
947926.687, 0, 0.398931866, 0, 0
