patch, X.Koord, Y.Koord, Area
0, 0.829429052, 0.138527699, 1500000
1, 0.764835908, 0.254167053, 2000000
2, 0.356190087, 0.232055973, 6400000
3, 0.879456673, 0.700351827, 500000
4, 0.33392183, 0.61242906, 7000000
5, 0.597510703, 0.176001317, 4400000
6, 0.62438022, 0.346638227, 3700000
7, 0.621919332, 0.129464037, 3900000
8, 0.408602297, 0.774726909, 6000000
9, 0.925398777, 0.594978739, 200000
10, 0.379615357, 0.256094932, 6100000
11, 0.455886064, 0.288205181, 5500000
12, 0.996517095, 0.355999621, 100000
13, 0.788965386, 0.755140787, 1800000
14, 0.931192958, 0.0307866833, 100000
15, 0.7443886, 0.0660638202, 2200000
16, 0.0315455133, 0.844019746, 9700000
17, 0.961523145, 0.0471453068, 100000
18, 0.574006724, 0.0110529752, 4400000
19, 0.251381001, 0.17625819, 8700000
20, 0.722964357, 0.710442784, 2300000
21, 0.438223939, 0.241020798, 5800000
22, 0.278757141, 0.499109353, 8200000
23, 0.356567965, 0.793696397, 6200000
24, 0.298076413, 0.0797105641, 7800000
25, 0.651172214, 0.0671841383, 2700000
26, 0.798618721, 0.847952169, 1700000
27, 0.257323792, 0.000780009665, 8700000
28, 0.208877528, 0.208202783, 9100000
29, 0.284307147, 0.789641051, 8200000
30, 0.0236725381, 0.17441298, 9800000
31, 0.227388285, 0.339648874, 9100000
32, 0.168366225, 0.898875469, 9500000
33, 0.615854163, 0.496856022, 4000000
34, 0.0236326738, 0.462401143, 9800000
35, 0.380344106, 0.766267431, 6000000
36, 0.8830523, 0.945125151, 400000
37, 0.498604656, 0.0725082892, 4500000
38, 0.291770341, 0.145155723, 7900000
39, 0.0783175877, 0.959408558, 9600000
40, 0.325405965, 0.311368706, 7200000
41, 0.345369537, 0.404488297, 6500000
42, 0.560077352, 0.557447292, 4500000
43, 0.327724178, 0.245958502, 7000000
44, 0.265112272, 0.435341702, 8600000
45, 0.377872722, 0.538590276, 6100000
46, 0.685456945, 0.6390434, 2600000
47, 0.772145344, 0.53129047, 1800000
48, 0.133136441, 0.754432659, 9500000
49, 0.013990287, 0.777294846, 9900000
